		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Verrucomicrobiota	D0153A-S40-MaxBin2-025	-5.20682585	-4.989177273	-3.106887815	-3.264621091	-4.077321677	-4.016624309	-3.659728735	-3.58084508	-6.379342009	-6.601765078	-6.320606707	-6.272752439	-7.867880481	-7.959443801	-3.276596759	-3.337727325	-7.772879862	-7.788381083	-3.658832771	-3.449193927	-9.198021759	-9.552551847	-4.770403502	-4.633039657	-3.421497522	-3.36113704	-3.177193505	-3.306403053	-3.854600871	-3.918440856	-3.655764613	-4.005599943	-4.706730598	-4.761525561	-1.955029992	-2.122809299	-4.20282728	-4.411243315	-1.616352659	-1.485635647	-2.762908353	-2.512521852	-2.119629479	-1.813481528	-3.777488529	-4.768422443	-4.522295738	-3.587911094	-2.347584645	-3.812948692	-3.41137415	-5.983200985	-3.125792691	-8.857347147	-2.979811465	-1.898947113	-2.108500896	-2.262893856	-2.260315369	-3.725487921	-3.441131302
Thermoplasmatota	D0158A-S41-MaxBin2-013	-2.324699821	-2.287033144	-5.887070226	-5.917227732	-2.575643862	-2.603725713	-8.944228676	-10.91575513	-2.408152397	-2.443125091	-10.50479884	-10.06110733	-2.429597313	-2.406419208	-7.251473948	-7.132458859	-2.344329429	-2.255686708	-8.425266593	-7.893708222	-3.047041968	-3.043071941	-8.330072834	-8.59605833	-2.703620263	-2.613948419	-7.284667391	-8.016671784	-2.429753447	-2.443182235	-6.594928184	-7.685491101	-2.313921296	-2.298358229	-5.790674684	-6.114471991	-2.377232769	-2.433534667	-4.131480546	-4.111263524	-3.123539554	-3.378941619	-6.045769192	-6.401684341	-2.391388427	-8.541109418	-8.033134117	-2.705639394	-5.549852471	-5.427715143	-7.489277189	-2.378773926	-7.001549389	-2.798324735	-5.929832809	-3.026925627	-2.962027108	-5.662046965	-5.868846888	-7.111262075	-7.041231587
Actinobacteriota	D0159A-S42-MaxBin2-008	-1.787327778	-1.751784669	-0.337380007	-0.250767772	-0.940251126	-0.917982409	-0.852317368	-1.06362112	-1.976678036	-1.946807054	-1.675515425	-1.774036585	-1.668962831	-1.639356539	-0.920069937	-0.840938969	-1.674247078	-1.63463562	-1.648895989	-1.057240916	-2.225139901	-2.251636489	-0.31210674	-0.40485122	-0.956346533	-0.851067825	-0.680201536	-0.796139833	-1.186926518	-1.136021423	-1.604969406	-1.81817264	-1.231362497	-1.192154249	-1.051982339	-0.985432255	-1.367982959	-1.416282995	-1.428497179	-1.475541744	-0.867667651	-0.829635303	-0.514813396	-0.42846775	-1.096531053	-4.794775606	-4.531514137	-1.281153314	-0.890382929	-2.43849954	-2.36020768	-1.553061213	-2.685449785	-1.707025984	-0.887506207	-0.972072846	-1.021205511	-2.180988795	-2.3285003	-0.814560656	-0.787950727
Planctomycetota	D0159A-S42-MaxBin2-060	-5.22758252	-5.241496242	-6.184999589	-6.356173276	-4.725107766	-4.666656942	-5.88080775	-5.776287847	-5.650372939	-5.681319272	-6.592113789	-6.6036234	-5.471432711	-5.471540916	-6.400616162	-6.337107143	-5.360465275	-5.303974458	-6.583933147	-6.407776005	-5.965682187	-5.700675536	-6.496990903	-6.37689529	-4.710564036	-4.682231052	-5.446509998	-5.488041858	-3.814073086	-3.817125593	-4.341151445	-4.812395852	-4.259298477	-4.370094507	-2.489089012	-2.83992228	-4.351901391	-4.508516091	-1.587726026	-1.411080368	-3.207887938	-2.673585718	-2.760880239	-2.35396717	-3.925789784	-4.238366769	-3.848934785	-4.175024563	-2.230091321	-3.613812947	-3.138207613	-5.152779787	-2.939038171	-5.868919888	-4.747106343	-2.898803931	-3.016970844	-2.525245748	-2.555333372	-6.572556782	-6.491708356
Planctomycetota	D0159A-S42-MaxBin2-094	-5.980328543	-5.911364918	-6.466410481	-6.729152211	-5.574849221	-5.53218446	-6.194622645	-6.065670555	-6.72376603	-6.725109275	-7.024038565	-6.96465722	-6.6117339	-6.620878906	-6.582653513	-6.672710351	-6.432294815	-6.352669163	-6.807863067	-6.877811405	-6.977431745	-6.859915948	-6.882060827	-6.751120316	-5.886944941	-5.819296059	-5.926652863	-6.01818009	-5.617743375	-5.741417148	-4.294833088	-4.739262536	-5.94967575	-5.846630446	-2.422868278	-2.490523181	-5.625842607	-5.766763202	-2.321130796	-2.163164548	-3.760724174	-3.096573572	-2.278957721	-1.903788631	-5.62896484	-4.721061624	-4.511712266	-5.929211736	-2.128210732	-4.571703786	-3.806857234	-6.387167679	-4.168304381	-6.910036278	-4.403961944	-5.147941413	-5.051718479	-3.783368435	-3.581855028	-6.846281324	-6.698549205
Planctomycetota	D0164A-S44-MaxBin2-031	-5.600587733	-5.475082708	-6.131759469	-6.385967164	-5.147088551	-5.130630713	-5.775160653	-5.6285408	-6.521945205	-6.660927467	-6.692122261	-6.621367444	-6.477283851	-6.41468371	-6.251118931	-6.242436594	-6.241060704	-6.237715531	-6.259474511	-6.451375155	-6.878264052	-6.79423929	-6.459687235	-6.402643287	-5.509463525	-5.462256457	-5.498010222	-5.588918549	-5.259357264	-5.332775176	-3.802024368	-4.284884461	-5.640161124	-5.492663911	-1.906192341	-1.982739524	-5.240548432	-5.345174892	-1.83012691	-1.670932479	-3.285286204	-3.187945367	-1.742002338	-1.310982156	-5.332633073	-4.24597522	-4.01015747	-5.577122688	-1.593680658	-4.06814041	-3.306108426	-6.244134545	-3.680993431	-6.712038342	-3.924465797	-4.718285806	-4.598428562	-3.31236168	-3.076638557	-6.474191528	-6.295379964
Bacteroidota	D0187A-S50-MaxBin2-002	-2.782830446	-2.752946814	-3.249385575	-3.379124363	-2.516480528	-2.465588363	-0.036144512	0.131051947	-3.404643723	-3.346392031	-4.395793687	-4.269834095	-3.026581701	-3.03968901	-1.696219092	-1.598445941	-2.977403654	-2.955924214	-0.96602361	-0.648752757	-3.770770956	-3.643514387	-3.026973044	-2.927503974	-2.204633985	-2.562737981	-1.833612176	-1.864934855	-2.108846081	-2.087237072	-0.078797457	0.016565532	-2.335154246	-2.356457806	-0.509343388	-0.619715618	-2.397113423	-2.407799941	-0.734540586	-0.712667017	-1.493740379	-1.385185133	-1.651564137	-1.264821073	-2.137923722	-0.436527382	-0.335386445	-2.312800786	-1.248532815	0.326178293	0.806226014	-2.53140823	-0.141693595	-2.82436161	-0.35760599	-1.681056741	-1.445148627	0.843608076	0.715819804	-1.964870193	-1.697379516
Proteobacteria	D0213A-S55-MaxBin2-007	-3.175939882	-3.129467275	-0.340001801	-0.284460107	-3.032513111	-2.969388323	-0.99464743	-0.988628062	-4.806587349	-4.687374662	-1.972756656	-2.019174849	-4.865002281	-4.954098498	-0.632040602	-0.557841062	-5.08655093	-5.036409822	-1.161197835	-0.637256568	-5.54356211	-6.237616268	-0.5572026	-0.612280995	-1.609331713	-1.633832706	-0.69136337	-0.756216273	-1.94015762	-1.900711888	-0.45325548	-0.711356914	-2.689607454	-2.601798989	-0.129878005	-0.126038788	-2.526704783	-2.704461309	-0.954253274	-1.032479521	-0.313339629	-0.264203333	-0.083676325	-0.142497755	-2.094572065	-2.162659764	-2.227438373	-2.755273877	-0.482435528	-1.508239642	-1.449039245	-4.226673684	-1.568807996	-6.281916639	-0.256484483	-1.437203052	-1.306775553	-1.08694104	-1.267050345	-0.534813784	-0.514440866
Bacteroidota	D0275A-S58-MaxBin2-001	-4.216262804	-4.312305106	-2.900439294	-2.985007925	-3.606833364	-3.544977675	0.307252026	0.39666026	-4.474571051	-4.49144997	-3.651503596	-3.689227035	-4.492990017	-4.416504214	-1.056513804	-1.003541717	-4.298203709	-4.433320266	-0.377416512	-0.084866133	-4.595676692	-4.223645852	-2.587384511	-2.491264285	-2.857483632	-2.812380564	-1.434694955	-1.387356401	-2.863800893	-2.914872712	0.040634234	0.141312914	-3.42487386	-3.457012495	-0.169163069	-0.273758851	-3.473696916	-3.468139878	-0.467986064	-0.4675259	-1.453321262	-1.301262014	-1.213657547	-0.836109924	-3.257955562	-0.521082814	-0.16894737	-3.519972506	-0.833008897	0.016566024	0.79237015	-4.38968831	0.030955206	-4.955021407	-0.304106754	-2.153678301	-1.701696134	1.014855863	0.867010694	-1.377353803	-1.097721093
None	D0275A-S58-MaxBin2-028	-11.47620326	-14.70410308	-12.59231565	-11.57544342	-11.24589399	-12.52928775	-5.117038353	-8.537352736	-20.72326584	-14.92287838	-11.80211124	-12.12959068	-20.72326584	-13.35975356	-8.989570676	-9.66201273	-11.88855834	-11.84961965	-9.680308866	-9.044795425	-12.78509835	-12.84859158	-9.427904641	-9.59866566	-8.731012846	-9.549906229	-8.502816089	-7.735876195	-10.69537596	-9.687078692	-6.130402575	-6.118381611	-10.66223874	-10.45341235	-4.611823369	-4.770622472	-10.73955728	-10.08913808	-5.510412922	-6.048770407	-6.880157719	-6.712442475	-7.009543184	-6.790544674	-11.23257848	-5.042277366	-4.800743075	-10.05688345	-5.815826609	-2.468156382	-1.585108971	-8.957081824	-0.790416075	-12.28915604	-5.289679382	-6.172649406	-4.649167425	-1.259295959	-1.361302238	-9.833116213	-9.450945493
Planctomycetota	D0275A-S58-MaxBin2-091	-5.543649269	-5.466790221	-6.412236936	-6.641814801	-5.258767092	-5.251209264	-6.162175765	-6.039931607	-6.232695799	-6.325239369	-6.994210694	-6.968349801	-6.050242328	-6.092097102	-6.559153899	-6.547449963	-5.926853904	-5.827471706	-6.47026167	-6.793683388	-6.643481147	-6.425336846	-6.871671211	-6.810063936	-5.666656242	-5.597674393	-5.882562287	-6.009995184	-5.250071065	-5.365519143	-4.23434466	-4.69756161	-5.501846176	-5.399745402	-2.362237321	-2.43530389	-5.299933872	-5.390956587	-2.262551624	-2.107287005	-3.700453738	-3.58626951	-2.222041671	-1.845734835	-5.317897207	-4.62758493	-4.396345786	-5.531640984	-2.062483734	-4.422586747	-3.755092293	-5.799031748	-4.077578718	-6.217097394	-4.350386815	-4.954663551	-4.884200262	-3.192010866	-3.509697086	-6.791657218	-6.577301905
Thermoplasmatota	D1030A-S60-MaxBin2-049	-5.433024604	-5.285152722	-0.654125966	-0.825299636	-5.092231921	-4.948678478	-2.668436945	-3.827947793	-7.50814725	-7.631372389	-5.417506615	-5.161188191	-7.964471686	-7.584129122	-1.376625096	-1.303352717	-7.66513033	-7.959982522	-2.422720725	-1.791859948	-7.800799663	-9.318801969	-3.01965821	-3.111257587	-1.902261641	-1.805798653	-1.82808533	-1.942504099	-4.556522842	-4.555149541	-2.643592122	-3.32188131	-5.393292003	-5.338377464	-3.624756207	-3.720693517	-5.443435813	-5.80131749	-6.751258667	-7.13802097	-2.887061132	-2.816484837	-4.070640086	-4.794042875	-4.963627761	-6.426915016	-6.281158616	-5.913804158	-4.883763156	-5.854858885	-5.416791176	-7.455387359	-5.115895515	-8.096841573	-1.708055706	-4.138513966	-4.015008067	-6.539272186	-6.563219781	-1.084354651	-1.225606532
Verrucomicrobiota	Las19c107-75m-1-MaxBin2-011-Lasker2019	-2.025484399	-1.93705105	-3.751033663	-3.651977851	-2.018118427	-2.068155224	-4.954761989	-5.658836691	-1.75601575	-1.762987242	-7.763271659	-7.567233088	-1.880740261	-1.851456602	-5.49834418	-5.506810388	-1.808728893	-1.67543851	-6.800243659	-6.34562534	-2.369644752	-2.336848838	-5.574430748	-5.618255586	-2.661213873	-2.569226468	-5.835808715	-5.842465055	-2.108042921	-2.137454364	-5.977756099	-6.67249274	-2.124229591	-2.095840659	-4.833133835	-4.711541101	-2.240445845	-2.285516189	-5.365837609	-5.653558111	-3.079020083	-3.02014401	-3.892595007	-3.930873209	-2.161789589	-7.11624814	-6.753363143	-2.35372481	-4.850320367	-4.193101463	-6.242707412	-1.981173044	-5.987062849	-2.139243174	-4.868813167	-2.390060931	-2.454749685	-5.896019467	-5.903301227	-5.472861486	-5.556506141
Bacteroidota	RL2103c001-48m-1-MaxBin2-106	-5.998699537	-5.93315413	-5.175881704	-5.346955032	-5.155472477	-5.095205598	-4.515067816	-5.040595013	-5.819631941	-5.797617399	-8.165084557	-8.117432992	-5.541274925	-5.550930152	-5.876677283	-5.967665368	-5.490731345	-5.470241326	-6.000533304	-5.666595742	-5.64058494	-5.685494553	-6.4662861	-6.462335689	-5.618549628	-5.427766816	-6.04671839	-6.075501284	-5.317681242	-5.30425005	-4.065011203	-4.161801385	-5.234307423	-5.160991711	-3.981208467	-3.967287068	-5.414910735	-5.513972377	-4.783370248	-4.838339957	-4.668621299	-4.568379346	-4.138322406	-4.15138315	-5.350859145	-5.5961141	-5.369764884	-5.390544284	-4.504693648	-4.663585519	-4.031819949	-5.379104518	-3.360443882	-5.415187194	-4.539550203	-5.123004362	-4.482242363	-2.262901593	-2.430802732	-5.914197553	-5.857854008
Proteobacteria	RL2103c002-5m-1-MaxBin2-002	-3.183919769	-2.951596716	-0.467775871	-0.470338724	-2.465793189	-2.37897996	-1.884440899	-1.862032925	-6.635180245	-5.621243657	-5.76435256	-5.733075774	-5.841300305	-5.571917247	-0.147915259	-0.110878824	-5.793248775	-5.827690198	-1.032131948	-0.562404343	-6.470834851	-7.573225427	-1.225387705	-1.216431219	-1.784821705	-1.695648405	-1.001924873	-1.045133587	-0.54476245	-0.53255509	0.57925252	0.112719393	-1.162206453	-1.077451052	0.817775622	0.804087973	-1.500863049	-1.630574673	-0.602284693	-0.734619655	0.573693995	0.618705815	0.655446975	0.422150071	-0.954650004	-2.861271051	-2.700926867	-1.413766566	0.269008757	-1.679026492	-0.520284634	-3.29231991	-0.638305722	-5.608500623	0.690260017	0.025359513	0.005956526	-0.455753169	-0.566572151	0.057356701	-0.023562835
Bacteroidota	RL2103c002-5m-1-MaxBin2-026	-6.609046475	-6.352027325	-1.274548567	-1.240278205	-6.15365553	-6.022147615	-3.574936636	-3.568859385	-7.835377217	-7.679838378	-5.11773452	-5.103654775	-7.541398089	-7.486253218	-2.319329695	-2.224227796	-7.586566906	-7.441025918	-3.050699171	-2.615280596	-7.631213328	-7.979788657	-2.800368455	-2.745940077	-3.83224164	-3.855240484	-2.651216176	-2.671124846	-6.518298151	-6.469954128	-4.082738613	-4.224360268	-6.952317279	-6.996473712	-4.760170744	-4.76161396	-6.997202169	-7.120118955	-5.809602596	-5.691203582	-5.000718919	-4.930388864	-4.674413303	-4.863041967	-6.609144023	-4.904907161	-5.834744052	-7.088117636	-5.063390646	-4.107352905	-5.597498905	-7.532822292	-5.857272313	-8.002821572	-3.30315531	-5.891809529	-5.878818595	-5.702819049	-5.864757256	-2.133274809	-2.140382905
None	RL2103c009-40m-1-MaxBin2-012	-7.861336566	-7.602818213	-7.194042858	-7.110683666	-6.3373546	-6.34066084	-7.277000904	-7.137424703	-9.383277572	-9.476998916	-9.268840881	-9.191090937	-8.344162831	-8.680506319	-6.548781958	-6.479080478	-8.2354171	-8.198293451	-7.112076585	-6.619372302	-9.393424379	-9.638734451	-7.228858825	-7.229437667	-6.24228006	-6.146445044	-6.575082035	-6.640464707	-6.618755001	-6.742664574	-6.478069084	-6.969237111	-6.869539494	-6.837214806	-5.813893791	-5.855279499	-7.354119885	-7.528483645	-5.878329381	-5.84384676	-6.032761738	-5.823543853	-5.938278345	-5.84519226	-7.311291548	-7.323361257	-7.237905367	-7.386869984	-5.795238113	-6.692068017	-6.2772077	-7.784149973	-6.156883206	-9.420178337	-5.951678109	-6.398256695	-6.359024056	-5.855118345	-5.821469382	-6.524483498	-6.447757416
Verrucomicrobiota	RL2103c014-5m-1-MaxBin2-018	-6.288869844	-6.208568374	-2.773731919	-2.736550591	-5.342110939	-5.347253588	-6.662198237	-7.832207047	-6.516735064	-6.655830548	-4.442843025	-4.321234723	-7.032868875	-7.047227828	-3.340600196	-3.360506759	-7.153500842	-7.151134957	-4.942316854	-4.404134748	-7.878958742	-8.003251448	-4.373078786	-4.268634309	-4.43795626	-4.288942859	-3.241484767	-3.32208596	-3.805474396	-3.791276764	-3.063117916	-3.720672458	-4.898289681	-4.754875096	-2.69845373	-2.690266213	-4.394561185	-4.582984029	-5.413994247	-5.761425147	-2.605012397	-2.580009489	-3.05057056	-3.692609482	-3.440582565	-7.389188538	-7.164840641	-3.816220401	-3.928849327	-5.870325478	-5.465682136	-6.356266195	-4.42514681	-7.733994452	-2.849223214	-2.706907339	-2.738560219	-5.166930221	-5.216095337	-3.152324542	-3.258816281
SAR324	RL2103c032-5m-3-MaxBin2-067	-1.69423862	-1.664245739	-4.355331502	-4.397311414	-2.196854297	-2.200656762	-6.135140941	-6.199417216	-1.696188609	-1.6967428	-6.359677802	-6.309656797	-2.029007541	-2.006742079	-5.275153532	-5.265669689	-2.012194036	-1.937794275	-5.758161641	-5.272631725	-2.35169157	-2.327449496	-5.680273313	-5.67787388	-1.940583932	-1.830033082	-4.666031636	-5.009594486	-2.21154793	-2.18420747	-5.150284264	-5.596365219	-2.175733779	-2.153225004	-4.53290227	-4.648173203	-2.044886612	-2.092946476	-5.108450845	-5.060138723	-2.529456697	-2.508640716	-4.816447483	-4.953046098	-2.007421048	-6.887437294	-6.645441093	-2.235340166	-5.02050504	-4.368464774	-4.958744271	-2.006934546	-5.193182156	-2.162907928	-4.648570919	-2.409767256	-2.403582685	-5.063220581	-5.136417419	-5.371411917	-5.230015654
Proteobacteria	S10C10680-Flyer2018	-10.21710698	-10.9089946	-11.56882641	-11.89500256	-11.56240031	-11.72378206	-10.72025608	-10.89189027	-10.67538634	-10.86500983	-10.85470674	-10.73755528	-11.20065664	-11.80319608	-10.29532009	-10.46151433	-11.39183914	-11.36624404	-10.31500554	-10.43615157	-11.00166767	-10.43404263	-10.535801	-10.80430349	-10.86188308	-10.99950884	-10.88228032	-10.83475259	-10.52913756	-10.89272577	-10.11757325	-9.902687553	-11.04245345	-11.03696188	-9.745574474	-9.722287391	-10.82689082	-11.53384802	-10.85741728	-11.03007311	-10.77374401	-11.19544297	-9.846161617	-9.57022016	-10.0424812	-9.097862227	-9.186576776	-11.0915145	-9.280008293	-10.24114121	-8.949128772	-10.90976902	-9.195510185	-10.16639881	-10.62799397	-11.06739904	-11.02870703	-10.12777376	-9.818999301	-10.54919371	-10.45758765
Proteobacteria	S10C1173-Flyer2018	-9.441899863	-10.78542768	-11.44438006	-11.75156585	-12.3174367	-11.97046217	-10.98623507	-10.77653462	-11.9849748	-11.79246941	-11.1294101	-11.08089516	-11.84282489	-12.59691874	-10.30681081	-10.4868629	-12.47493113	-12.2238368	-9.135458806	-9.892303528	-11.62188523	-10.58452345	-10.92977631	-11.07247836	-10.58735988	-9.544471435	-10.73357563	-10.30310865	-11.43937816	-10.75031337	-9.21421266	-8.922495363	-11.16651145	-11.25377605	-9.940583165	-10.04926343	-11.28828024	-11.38432827	-11.6245462	-11.77505299	-11.36950596	-13.17572328	-11.00530289	-11.19086639	-10.30927471	-8.22989368	-8.065890464	-11.51927619	-10.21753977	-9.093774254	-8.016598132	-11.03097715	-8.494767146	-9.817460271	-10.15129638	-11.82894597	-11.16381161	-10.01720227	-10.22851528	-10.57436977	-10.48211422
Proteobacteria	S10C156-Lasker2021	-10.12678667	-9.851106282	-6.026511334	-5.998852289	-9.241978315	-9.340700228	-7.055556228	-7.013009289	-12.16870095	-11.93651712	-9.054788394	-9.318206468	-11.89208186	-13.66414799	-6.772226196	-6.789630257	-13.99971192	-13.06391703	-7.780264153	-7.266377689	-20.72326584	-13.09381732	-7.826232575	-7.760621548	-8.004592764	-7.819882789	-6.886418829	-6.998131839	-8.078205336	-8.034691675	-6.067645448	-6.688693005	-8.954506229	-8.525377038	-4.947679087	-4.801314397	-8.005887363	-8.111654653	-5.473857028	-5.56947297	-5.345492625	-5.170210912	-4.625739491	-4.812156349	-7.98034959	-9.015951749	-8.531381572	-7.981912369	-5.102002393	-7.405106344	-7.193792651	-10.9207625	-6.356865682	-12.40502469	-5.072154315	-6.463983401	-6.277472448	-6.253144322	-6.181175015	-6.871878709	-6.773772788
Proteobacteria	S10C175-Flyer2018	-10.09822289	-8.251802626	-10.18510416	-9.997386229	-11.01214721	-8.359370633	-10.8315927	-11.60471685	-10.77793126	-7.739224463	-11.02239992	-11.02917038	-11.51538509	-10.83357675	-20.72326584	-12.42736341	-12.66734091	-11.32853505	-14.32895701	-13.07167435	-12.39242969	-10.76929432	-12.07947735	-12.13028086	-10.81808322	-9.086995764	-10.7428228	-12.60338588	-11.81146135	-10.75669105	-12.45482156	-13.01419988	-12.666289	-9.746994601	-20.72326584	-20.72326584	-13.34306242	-10.550311	-11.77321963	-15.13915487	-12.72008655	-12.35675352	-14.22326198	-13.65442209	-12.48028441	-14.64914999	-13.29284415	-12.8672171	-15.3755542	-12.98709692	-13.5717339	-11.08347394	-11.52243645	-11.52357345	-12.86167845	-12.51760942	-12.15793902	-13.95917137	-20.72326584	-13.00442924	-12.24629328
Proteobacteria	S10C1799-Flyer2018	-6.612122894	-8.83168355	-12.87412714	-10.97679187	-7.467272322	-10.23473223	-10.27623657	-9.580194278	-7.495792275	-9.995808433	-11.89530892	-11.40366962	-9.116821578	-11.19926254	-11.62330707	-11.53741121	-8.925092936	-8.036098793	-10.70034967	-10.70994252	-9.802972885	-11.72199662	-12.0158856	-11.96303246	-9.744490288	-10.86431545	-11.10667167	-11.18042654	-10.13724026	-11.10550041	-9.893712821	-10.21602149	-10.00602413	-11.80011838	-8.687710019	-8.975777075	-10.93544001	-11.23627072	-9.238418293	-9.049855936	-9.675614881	-10.01309905	-9.46361419	-9.180503977	-7.191485437	-8.643597868	-7.959548602	-6.965218516	-8.619944392	-7.539600044	-8.965634174	-5.837599497	-8.825572583	-6.183835179	-11.35303086	-10.97756742	-11.19562367	-9.494333856	-9.712497063	-11.66366871	-11.45202455
Proteobacteria	S10C2248-Lasker2018	-6.461961226	-2.926358368	-8.064660163	-8.90979558	-7.298849041	-3.00815605	-9.813948686	-10.94681521	-7.011810791	-2.137189857	-8.713904973	-9.252188935	-8.885745392	-5.272564302	-10.93998631	-10.24694571	-9.440070014	-6.303557625	-11.4206601	-11.4386535	-7.883580938	-6.325457651	-9.75185578	-9.946300653	-8.343641225	-3.952236123	-8.061755444	-9.868599616	-7.162689594	-4.852462357	-8.750151058	-10.10383957	-7.567423913	-4.651384401	-10.67270652	-11.11135192	-7.822547934	-4.979864945	-10.09998462	-11.06534684	-8.520903014	-7.329749132	-9.79325521	-10.54621169	-8.189452824	-11.60100079	-11.25789859	-9.116197328	-10.71316392	-8.94443753	-10.57384399	-8.18029119	-9.488423198	-8.500191345	-11.13495393	-9.012035892	-6.71493379	-10.62059748	-11.00660763	-10.80439817	-10.40732482
Bacteroidota	S10C241-Lasker2021	-6.035065065	-6.519951077	-7.416868769	-8.034185298	-9.154177737	-9.060561635	-7.901296994	-8.022497651	-10.05732195	-10.36937353	-9.256344667	-9.433355931	-10.20713046	-10.13745194	-8.380850392	-8.413418573	-9.495022947	-9.691238168	-8.064954682	-7.923694703	-10.00741547	-9.801542595	-8.860988789	-8.841379026	-9.124777268	-9.062992493	-7.52147862	-7.564446141	-5.448198281	-5.596661248	-0.820341504	-0.586533668	-5.673509442	-5.411467476	0.082592471	-0.121720727	-4.630344927	-4.762207695	-0.043080166	0.056734053	-1.916914945	-1.824210467	-0.701763936	-0.202294093	-5.904233461	-0.723839341	-0.589518963	-4.969969875	0.091165604	-0.152350217	0.829536748	-6.302921086	0.681171407	-6.91492784	-1.266209688	-3.087938049	-2.392898268	0.470162492	0.462846894	-8.869267022	-8.483700632
