		1903buk1_0m-2	1903buk2_0m-1	1903buk2_0m-2	1903buk3_0m-1	1903buk3_0m-2	1903buk4_0m-1	1903buk4_0m-2	1903_buk5-1	1903_buk5-2	1903_buk6-1	1903_buk6-2	1903c111_100m-1	1903c111_100m-2	1903c111_100m-3	1903c111_10m-1	1903c111_10m-2	1903c111_5m-1	1903c111_5m	1903c114_100m-1	1903c114_100m-2	1903c114_100m-3	1903c114_10m-1	1903c114_10m-2	1903c114_5m-1	1903c114_5m-2	1903c117_100m-1	1903c117_100m-2	1903c117_100m-3	1903c117_50m-1	1903c117_50m-2	1903c117_5m-1	1903c117_5m-2	1903c118_100m-1	1903c118_100m-2	1903c118_100m-3	1903c118_23m-1	1903c118_23m-2	1903c118_5m-1	1903c118_5m-2	1903c119_100m-1	1903c119_100m-2	1903c119_100m-3	1903c119_11m-1	1903c119_11m-2	1903c119_5m-2	1903c122_100m-1	1903c122_100m-2	1903c122_100m-3	1903c122_28m-1	1903c122_28m-2	1903c122_5m-1	1903c122_5m-2	1903c123_10m-1	1903c123_10m-2	1903c123_5m-1	1903c123_5m-2	1903c123_70m-1	1903c123_70m-2	1903c123_70m-3	1903c124_100m-2	1903c124_100m-3	1903c124_15m-1	1903c124_15m-2	1903c124_5m-1	1903c124_5m-2	1903c126_100m-1	1903c126_100m-2	1903c126_100m-3	1903c126_45m-1	1903c126_45m-2	1903c126_5m-1	1903c126_5m-2	1903c127_100m-1	1903c127_100m-2	1903c127_100m-3	1903c127_5m-1	1903c127_5m-2	1903c127_7m-1	1903c127_7m-2	1903c129_100m-1	1903c129_100m-2	1903c129_100m-3	1903c129_26m-1	1903c129_26m-2	1903c129_5m-1	1903c129_5m-2	1903c134_12m-1	1903c144_13m-1	1903c144_13m-2	1903c144_5m-1	1903c144_5m-2	1903c144_60m-1	1903c144_60m-2	1903c144_60m-3	Las19c107_10m-1	Las19c107_10m-2	Las19c107_5m-1	Las19c107_5m-2	Las19c107_75m-1	Las19c107_75m-2	Las19c107_75m-3	Las19c135_13m-1	Las19c135_13m-3	Las19c135_5m-1	Las19c135_5m-2	Las19c135_70m-1	Las19c135_70m-2	Las19c135_70m-3	Las19c138_100m-1	Las19c138_100m-2	Las19c138_12m-1
Proteobacteria	S29C225-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.360044853	-3.471553979	-3.305963723	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.299042067	-2.466766922	-2.437047422	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.674795066	-3.267419193	-3.638589653	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.67536921	-3.588833922	-3.536552436	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.320316051	-2.236456952	-2.875008482	-20.72326584	-20.72326584	-20.72326584	-4.365951062	-4.336775373	-4.278271487	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.066207119	-20.72326584	-20.72326584	-4.188696232	-3.276394006	-3.156035894	-3.177960707	-2.782892973	-2.663027683	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.195713627	-3.352114946	-3.312680067	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.50113234	-4.711301109	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.917057507	-4.034694269	-1.634316683	-1.693442808	-1.924778917	-4.668714055	-20.72326584	-20.72326584	-4.374595435	-4.160612129	-4.156318567	-4.272930609	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.434049754	-2.136884773	-2.196592888	-3.376246997	-3.393096751	-20.72326584
Proteobacteria	S29C294-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.703832216	-1.676576285	-4.266190168	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.027732978	-2.973780565	-3.040458651	-2.832628348	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.480271337	-20.72326584	-2.273416357	-2.232133097	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.982901929	-1.402577816	-1.972136742	-2.141713186	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.842928892	-3.771322026	-20.72326584	-20.72326584	-20.72326584	-2.912594772	-2.872248699	-1.945748195	-2.168282277	-20.72326584	-20.72326584	-20.72326584	-3.469595919	-3.577460198	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.532867427	-2.421203091	-2.786040294	-2.538756249	-3.585414722	-20.72326584	-20.72326584	-4.617704615	-4.596063875	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.572449155	-20.72326584	-3.800606996	-4.104450294	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S29C374-Lasker2021	-20.72326584	-20.72326584	-1.608553798	-20.72326584	-20.72326584	-20.72326584	0.036786697	-20.72326584	-20.72326584	-0.38322017	-0.735608182	-2.531428344	-3.044176053	-2.970339535	-0.313833361	-0.406619823	-0.3296573	-0.370014766	-1.869481984	-2.187437251	-2.299350221	-0.352069137	-0.242525166	-20.72326584	-0.368013698	-3.346569064	-3.362676827	-3.249480894	-0.621505259	-0.778737529	-1.48054284	-1.491487686	-2.161122068	-2.045611323	-2.150446914	-1.831162153	-1.834353652	-1.883012163	-1.819033213	-2.048111718	-2.082003854	-0.273340814	-0.154036838	0.046218003	-0.114209328	-2.888132269	-2.220302302	-2.714858057	-0.552528039	-0.606935116	-20.72326584	-20.72326584	-0.42808241	-0.525808016	-0.488198067	-0.470679536	-1.254270275	-0.43414709	-0.436161043	-2.17042045	-1.980288059	-0.032532695	-0.340655274	0.194587604	0.293487638	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.509198437	-2.080411892	-2.617969887	0.035134203	0.007643713	-0.608392219	-0.658644772	-3.748966628	-3.912744916	-3.96422408	-1.458645547	-1.868739151	0.07597741	-0.003173529	-2.893562204	0.048339397	-0.611550123	0.175947453	0.191676249	-0.130963309	-0.144715935	-0.24101954	-0.673409318	-0.640713754	-0.945112206	-0.691007469	-2.367136244	-2.826287467	-2.434455797	-0.462323595	-20.72326584	-0.446826778	-0.706669738	-0.008275648	0.066326548	-0.005334874	-2.282964139	-2.227813707	-0.85594457
Verrucomicrobiota	S2C1127-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.536997758	-3.027447445	-2.886319029	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.026673535	-3.011626825	-2.889994955	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.254178237	-2.801894929	-3.247360668	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.781696217	-3.625456905	-3.456464107	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.088558978	-3.102838067	-4.07978223	-20.72326584	-20.72326584	-20.72326584	-3.266857818	-3.621818667	-3.236865396	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.659363154	-20.72326584	-20.72326584	-3.084151747	-2.991771846	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.971398717	-3.32512379	-3.850981341	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.987359345	-3.558733511	-3.299913146	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.610413361	-3.495054417	-3.419123651	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.545064193	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.911259097	-3.344481821	-3.928003618	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.178014561	-3.92522507	-4.044184366	-3.778288933	-3.899796554	-20.72326584
Bacteroidota	S2C142-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.020735665	-2.294304819	-20.72326584	-20.72326584	-20.72326584	-3.547609189	-3.566583417	-3.744324006	-3.638084254	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.998376744	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.470234551	-2.787121039	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.840455639	-2.749723261	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.394652509	-1.406455677	-2.387527909	-2.341042479	-20.72326584	-20.72326584	-20.72326584	-3.84574035	-3.679500693	-1.661987253	-1.566233553	-20.72326584	-1.972202065	-2.810191487	-2.295269507	-2.318717209	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.88215045	-20.72326584	-1.665642823	-1.983719294	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.809685979
Proteobacteria	S2C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.641527008	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.103703743	-3.750101624	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S2C166-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.021930007	-3.955633624	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.221083635	-2.830088674	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.782128675	-3.691378093	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.791019561	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.849696398	-4.068708629	-3.75852115	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.277886851	-20.72326584	-3.456667862	-3.649369283	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Bacteroidota	S2C18607-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.639562495	-4.613037452	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.332454433	-3.743767285	-4.023496557	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.80581996	-3.597334937	-3.97052448	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.083669999	-4.157225961	-4.161454964	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.000316222	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.734572166	-3.722210245	-3.463471429	-3.350795546	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.204220959	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.803306421	-2.683579999	-2.633666687	-20.72326584	-20.72326584	-20.72326584	-4.225246843	-3.648604681	-20.72326584	-3.406315628	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.98149788	-2.204103756	-2.170883803	-3.65440205	-3.638929734	-20.72326584
None	S2C2497-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.577220347	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.590878303	-4.504482807	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.506512615	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.371604366	-3.389952562	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.640309124	-3.604215012	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.521931772	-4.285821837	-3.497543747	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.964246048	-3.159079146	-3.410164093	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.713870792	-2.971247702	-3.129557309	-4.353239625	-4.341686318	-20.72326584
Proteobacteria	S2C271-Lasker2021	-20.72326584	-20.72326584	-2.430913962	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.968100288	-0.965270911	-2.559490839	-3.037764604	-20.72326584	-20.72326584	-20.72326584	-2.413468711	-2.374019217	-2.493577852	-2.331036925	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.899628754	-3.005692371	-2.793437581	-20.72326584	-20.72326584	-4.663393967	-4.593012195	-1.543538001	-1.540733171	-1.349411529	-1.320267469	-20.72326584	-20.72326584	-3.175387763	-20.72326584	-2.888822521	-3.090995252	-20.72326584	-20.72326584	-20.72326584	-2.082137685	-1.429361787	-1.06862313	-1.376699614	-3.436058024	-3.600329198	-3.61145552	-3.526811762	-3.313232275	-3.05743967	-3.138891557	-4.66545749	-4.466453921	-3.205915055	-3.391537519	-2.815531915	-2.780914695	-20.72326584	-20.72326584	-20.72326584	-1.657696075	-1.645950192	-1.082070853	-1.368035077	-20.72326584	-20.72326584	-20.72326584	-2.237371384	-2.253356349	-3.294605049	-3.261347252	-20.72326584	-20.72326584	-20.72326584	-1.545072058	-1.533280569	-1.543904413	-1.390229369	-2.463831468	-2.300363952	-3.279003528	-2.49684275	-2.534974695	-20.72326584	-20.72326584	-20.72326584	-3.144609592	-2.822253432	-3.382268401	-3.055458202	-4.882773751	-20.72326584	-20.72326584	-2.681155269	-20.72326584	-2.751049142	-3.195627645	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.021068215
Myxococcota	S2C284-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.809903516	-3.649827948	-3.502404169	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.01024181	-2.983708727	-2.749752036	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.373364024	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.286151556	-2.411032802	-3.391047338	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.98388207	-20.72326584	-20.72326584	-2.294092111	-2.336670341	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.218083124	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.202309704	-3.357936073	-3.690887549	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.088839483	-3.282063499	-3.116998145	-20.72326584	-20.72326584	-20.72326584
Verrucomicrobiota	S2C2904-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.217870843	-2.254011181	-2.092254065	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.338661377	-2.40643241	-2.344609258	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.176622261	-1.487329485	-2.135276282	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.719605138	-2.735149426	-2.610589458	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.143617624	-2.118040966	-2.947334872	-20.72326584	-20.72326584	-20.72326584	-2.729996085	-2.943229695	-2.679964751	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.6448037	-3.744427344	-3.820485387	-2.297727898	-2.177987242	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.785536136	-3.213563361	-3.298141027	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.207333633	-2.827398914	-2.222827771	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.791705472	-2.83689385	-2.873276244	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.729597112	-2.891159002	-3.187703834	-20.72326584	-20.72326584	-20.72326584	-4.512355572	-3.196444694	-2.90013957	-3.367297211	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.016056396	-2.516914466	-2.573216413	-2.334521411	-2.339895168	-20.72326584
Marinisomatota	S2C3384-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.495241108	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.91705208	-20.72326584	-4.462469739	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.191831787	-4.010979018	-4.261231464	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.071536554	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.864980348	-20.72326584	-4.36513703	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.5352878	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.178325786	-4.538975787	-4.666024197	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.757916655	-3.499414141	-3.430473537	-20.72326584	-20.72326584	-20.72326584	-4.420843973	-3.238992694	-20.72326584	-3.366414839	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.164649251	-3.850980118	-3.696134428	-3.169567343	-3.124401972	-20.72326584
SAR324	S2C3692-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.43845135	-2.238649619	-2.147018299	-3.516517766	-3.708563153	-4.379718101	-4.404738201	-1.95382854	-2.267207418	-2.362527303	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.012539808	-1.628808818	-1.78289039	-3.613152396	-20.72326584	-20.72326584	-20.72326584	-1.728769566	-1.740734997	-1.776059003	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.597811271	-2.823418528	-2.659848053	-20.72326584	-20.72326584	-20.72326584	-2.078137025	-1.40775745	-1.906713853	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.980374761	-3.941736203	-20.72326584	-4.208467624	-3.428153269	-2.550719826	-2.515400278	-2.411875643	-2.152342259	-20.72326584	-20.72326584	-4.3240982	-20.72326584	-1.641233058	-2.595288873	-2.119766735	-2.729182458	-2.792078769	-20.72326584	-20.72326584	-1.853891282	-1.372274417	-1.974405351	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.827034993	-2.068353711	-2.237417816	-3.769407486	-20.72326584	-20.72326584	-20.72326584	-2.276132557	-20.72326584	-20.72326584	-4.34395666	-4.382047035	-1.625593458	-1.649372015	-1.860481828	-2.828154524	-3.100019121	-3.128727878	-2.305569331	-1.365847232	-2.070204725	-1.787127806	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.719273086	-1.694301592	-1.740686421	-1.112635533	-1.11106101	-3.148113796
Proteobacteria	S2C609-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.955311838	-3.320507773	-3.173407577	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.878217887	-2.172207823	-2.209173023	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.785642721	-3.655359034	-3.741026207	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.202781093	-3.089327143	-3.159246263	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.798622799	-2.791493399	-3.241094313	-20.72326584	-20.72326584	-20.72326584	-3.415616307	-2.982337959	-3.343337755	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.741798895	-2.612920888	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.233879037	-3.81292519	-3.48706097	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.780787989	-2.593167354	-2.87083549	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.278404171	-3.391671913	-3.40244533	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.299382115	-3.249887298	-3.425929423	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.349229102	-3.614332992	-3.386877522	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.331131894	-3.17936066	-3.227794806	-2.98258796	-3.012155499	-20.72326584
