		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Thermoplasmatota	D0107A-S22-MaxBin2-012	0.014864496	0.000227298	5.78E-05	0.013617565	1.33E-05	2.30E-05	0.000103604	0.00051497	3.04E-06	0.000494164	0.012294271	2.59E-05	0.005087404	0.012846476	0.000192829	0.002686158	0.000191524	0.04674249	0.11690177	0.026839435	0.001448515	0.000622823	0.044215817	0.01620239	0.000251671	7.29E-05	0.018752526	0.005859653	0.001118554	0.003429987	0.054063972	0.06669371	0.113272615	0.006942937	0.002871776	0.11350395	0.006479228	0.14429356	0.024359351	0.000101764	0.12380326	7.62E-05	3.83E-06	0.000128255	0.000245378	6.84E-05	0.012934696	4.16E-05	0.26774436	0.2314262	9.42E-05	4.97E-05	0.103817254	0.003217418	6.44E-05	0.0046336	9.56E-05	5.56E-05	0.02417899	0.1711477	0.01668657	8.41E-05	0.063690424	9.61E-05	2.01E-05	0.000315428	9.43E-06	0.038456086	0.100869514	0.002441798	8.42E-05	0.007616198	6.27E-06	4.10E-05	0.000410051	0.001465256	0.000290857	0.000311383	0.11369797	0.002035322	0.001794298
Proteobacteria	D0110A-S23-MaxBin2-055	0.013321743	0.009634052	0.005566777	0.015449491	0.00308582	0.002850146	0.010395196	0.016483437	0.01012237	0.016279886	0.012803964	0.013246613	0.010208106	0.012602275	0.003553006	0.008242248	0.003593423	0.014649196	0.010733161	0.02138753	0.008125519	0.008183103	0.013906844	0.039445724	0.007907501	0.010126298	0.019354025	0.015863597	0.022958543	0.017015196	0.009792746	0.009122173	0.007251669	0.015971879	0.016858762	0.001048143	0.019222371	0.003991776	0.05746624	0.13806944	0.006458066	0.15410978	0.16301271	0.022914656	0.027004873	0.019760095	0.097546384	0.12004788	0.004128099	0.00492523	0.13308671	0.10695965	0.002467002	0.026334314	0.072133206	0.03868013	0.055501577	0.063359275	0.026695505	0.002287187	0.030398762	0.04881466	0.012729654	0.056070298	0.0504187	0.011839823	0.01561972	0.006946153	8.40E-05	0.01634076	0.01986731	0.00812438	0.006048761	0.009507598	0.009138564	0.00512248	0.003244042	0.004466982	0.000816724	0.00480944	0.005186215
Proteobacteria	D0116A-S25-MaxBin2-013	0.27311498	0.14282614	0.029295262	0.31945574	0.044862825	0.031093098	0.22107084	0.31259438	0.14916569	0.30585113	0.31619546	0.1652704	0.17029515	0.22681934	0.0386816	0.101350136	0.04420552	0.24752048	0.2438444	0.26811352	0.0783335	0.078135766	0.27145493	0.29947293	0.07162243	0.07895169	0.26762387	0.21905376	0.09784768	0.19472109	0.23194939	0.2319262	0.20794499	0.19076508	0.21045895	0.25500467	0.22661811	0.20124479	0.27062786	0.19603837	0.24681412	0.1655906	0.18113244	0.06950952	0.09269703	0.060587507	0.24875025	0.1835507	0.21317151	0.20382695	0.27242178	0.11411563	0.24314307	0.13539931	0.13517217	0.17098738	0.14596312	0.14104193	0.18564159	0.21124609	0.23525248	0.12777968	0.28194982	0.17255758	0.14876713	0.19729982	0.1932086	0.23213866	0.21324897	0.1715415	0.10275597	0.2506475	0.089230105	0.19651368	0.21548456	0.12109891	0.073135175	0.07088972	0.20871493	0.111649044	0.11806047
Proteobacteria	D0121A-S27-MaxBin2-032	0.00928442	0.02123388	0.006143766	0.015039573	0.00968112	0.004756233	0.057548966	0.049047913	0.07041602	0.03527382	0.005427782	0.06499791	0.008312568	0.010896041	0.076556966	0.04170101	0.07946334	0.007963493	0.001494314	0.013379596	0.069744825	0.063490316	0.010728462	0.016966477	0.01690347	0.016909357	0.001992447	0.008606195	0.007554645	0.028817419	0.004170108	0.004439104	0.002086062	0.025638796	0.03533521	8.73E-05	0.001840552	0.001449827	0.005478965	0.012940741	0.00177269	0.017901585	0.016451892	0.07071113	0.08045559	0.06458401	0.03255727	0.038558573	0.001685877	0.000359163	0.006611602	0.033516116	0.002202496	0.053797647	0.077087045	0.06554824	0.084177755	0.044560116	0.047981583	0.000411866	0.031127883	0.046413794	0.003181437	0.03128963	0.029740069	0.048502017	0.03633549	0.003834076	4.07E-05	0.018546667	0.02878499	0.016169598	0.047771405	0.035746563	0.03696569	0.011595859	0.021525523	0.0231873	1.88E-05	0.022061013	0.022630764
Proteobacteria	D0152A-S39-MaxBin2-023	0.033423606	0.0209731	0.009501719	0.04925445	0.008781418	0.002400067	0.101506315	0.13453038	0.088653274	0.052572835	0.21488827	0.09251216	0.03618126	0.10087608	0.028670322	0.025779184	0.024499433	0.050735015	0.009361309	0.027086671	0.032089487	0.04448486	0.026245894	0.021892637	0.007154434	0.0067814	0.02118385	0.02424463	0.004896689	0.073219486	0.040755827	0.041988347	0.014911808	0.032644607	0.053351045	0.02700366	0.026446074	0.007400553	0.008217409	0.003672049	0.011087513	0.003932044	0.004899366	0.011499946	0.017643303	0.01294698	0.004100833	0.001617188	0.007908626	0.001436923	0.001572506	0.001355868	0.014223957	0.023800237	0.016399844	0.025996652	0.015915683	0.005346384	0.024152264	0.006319909	0.015843987	0.010195968	0.012164083	0.010350132	0.007618043	0.057043117	0.051248208	0.2348097	0.010496137	0.019912407	0.010260046	0.11936669	0.052129734	0.059652127	0.06372111	0.06624659	0.023865758	0.02046513	0.00966299	0.020625534	0.031190647
None	D0153A-S40-MaxBin2-001	0.07783334	0.05533394	0.060660176	0.051380344	0.120745845	0.03823367	0.16703764	0.1005484	0.11522407	0.18857132	0.24123262	0.10291802	0.018592248	0.013055879	0.066109315	0.025057875	0.02106969	0.0243494	0.05363544	0.02732263	0.061162777	0.1776585	0.0661829	0.03390308	0.06853852	0.038657323	0.009549574	0.017585339	0.014823035	0.95175576	0.16658267	0.06676642	0.044187985	0.4437434	0.9553153	0.004425551	0.012221962	0.01483971	0.016668435	0.019851973	0.023907717	0.035689574	0.030597296	0.23623714	0.13147543	0.1388594	0.022117643	0.037515014	0.005573033	0.005861507	0.03191758	0.019566212	0.0482547	0.045230594	0.016905107	0.0654931	0.072198965	0.034685947	0.18487252	0.022169499	0.05059302	0.05605512	0.020986538	0.038211793	0.03344093	0.40588525	0.9433095	0.35294315	0.005259031	0.052898757	0.078805186	0.06851948	0.51956666	0.1834699	0.12253403	0.09525531	0.07350089	0.049478862	0.00870718	0.12426541	0.10008208
Verrucomicrobiota	D0153A-S40-MaxBin2-025	0.06883752	0.07915585	0.006363285	0.057709012	0.008154703	0.002121024	0.1769786	0.14267391	0.13447037	0.09729844	0.10612091	0.07074609	0.06892294	0.13998929	0.038191266	0.04155802	0.05117715	0.0393518	0.016238514	0.046473354	0.07945106	0.098205976	0.03622531	0.07925168	0.05694915	0.066320255	0.02436206	0.12570912	0.08949625	0.09673917	0.028168976	0.023306107	0.010370558	0.04599949	0.063242614	0.001384807	0.08529555	0.014038283	0.033720825	0.040815584	0.020821169	0.030845137	0.034078002	0.023822118	0.034438066	0.021847552	0.035030525	0.00772322	0.014955095	0.000906026	0.005820864	0.006614869	0.005698505	0.097461715	0.11116222	0.12811467	0.12140258	0.03015602	0.07362765	0.005078977	0.08481009	0.07182607	0.019620188	0.17626047	0.11091089	0.034103245	0.012394623	0.16276526	0.000188826	0.24787247	0.079824895	0.15159269	0.14802977	0.120172806	0.09960157	0.019951422	0.010876883	0.016141642	0.000507422	0.032967098	0.06437257
Thermoplasmatota	D0158A-S41-MaxBin2-013	0.026698867	0.01495777	0.003624273	0.0404883	0.01629238	0.015433086	0.005633903	0.006730094	0.003806777	0.004971408	0.030713925	0.003492933	0.027773723	0.04232677	0.008544482	0.020734113	0.012564917	0.05852489	0.07385457	0.069776356	0.011670517	0.009349933	0.10049434	0.039703805	0.003269096	0.003245013	0.06903924	0.024708666	0.01179635	0.01319374	0.066498645	0.064719826	0.06516779	0.024987366	0.011151037	0.14477542	0.02606771	0.09471029	0.09880111	0.002162692	0.0769986	0.001534781	0.001245117	0.00467802	0.005578117	0.00409052	0.020683618	0.000776982	0.051894795	0.08249797	0.002706283	0.00107451	0.04619881	0.006586425	0.002216111	0.006779735	0.003260325	0.004130344	0.022818174	0.074391454	0.03216862	0.004739627	0.08037087	0.003701079	0.003260472	0.003882108	0.003799096	0.050911266	0.097322285	0.011095717	0.002579418	0.013054279	0.001467229	0.00365304	0.004924895	0.004041662	0.006700821	0.007130064	0.096094675	0.011389202	0.010080782
Actinobacteriota	D0159A-S42-MaxBin2-008	0.5586014	0.57497954	0.18908136	0.6160313	0.26400065	0.15056245	0.6613088	0.6922467	0.59053475	0.86009234	0.60887396	0.73439664	0.44582626	0.44357902	0.22714035	0.31256682	0.24880233	0.3443263	0.26518214	0.4091643	0.332994	0.32791102	0.3044286	0.4792666	0.31868488	0.3773426	0.3800058	0.3667677	0.45395693	0.59107184	0.3171558	0.31353772	0.25335687	0.5697738	0.71637905	0.20351012	0.5550557	0.15946203	0.3917905	0.78001773	0.26329362	0.66486377	0.75929344	0.34332487	0.44237372	0.30241165	0.61662465	0.7322582	0.20148194	0.17106679	1.0625817	0.7581222	0.3503287	0.43786848	0.57349616	0.51059246	0.5411994	0.5697133	0.4307757	0.20691855	0.46387395	0.53641975	0.31914666	0.655794	0.58855665	0.64258677	0.6590471	0.4585065	0.28124017	0.44298697	0.46089506	0.6430299	0.4186088	0.75489384	0.7332143	0.46653444	0.42655197	0.41052055	0.17991051	0.40973896	0.48446903
Planctomycetota	D0159A-S42-MaxBin2-060	0.024472276	0.02011194	0.00537959	0.029257258	0.004242977	0.002516521	0.07642678	0.06105922	0.042371765	0.026454777	0.052365467	0.0349328	0.013004401	0.02599547	0.004953288	0.006978458	0.005290468	0.020576945	0.015638368	0.019083794	0.010058147	0.017422574	0.017188258	0.032279678	0.004999931	0.004525728	0.01811516	0.019829119	0.002578877	0.026708584	0.017608054	0.012854005	0.009945728	0.018043991	0.018885009	0.008239107	0.020781916	0.008182218	0.010936717	0.002872244	0.014724069	0.002154965	0.002183143	0.008694848	0.010982413	0.00715258	0.008384931	0.000924072	0.008806032	0.002567981	0.000850202	0.000405352	0.011489677	0.007610812	0.003676464	0.006524929	0.003626626	0.002585664	0.026552668	0.008641136	0.021285858	0.00859334	0.019176163	0.014443521	0.006769888	0.028334333	0.01978693	0.035417877	0.00298112	0.022312192	0.004872934	0.05146987	0.030094117	0.022300243	0.028846936	0.048285294	0.01849686	0.01538302	0.004171528	0.020217767	0.022385156
Planctomycetota	D0159A-S42-MaxBin2-094	0.013222287	0.013308793	0.000860645	0.01108328	0.00262182	0.000741218	0.05364564	0.043430127	0.03917307	0.056649785	0.019614782	0.08931404	0.008551601	0.011677614	0.004664084	0.005536455	0.005383472	0.00531551	0.00263433	0.004765346	0.007001932	0.008554916	0.004269043	0.007057818	0.001948077	0.001994916	0.002740975	0.007438059	0.001209851	0.016047115	0.004802418	0.003329499	0.002083144	0.013681463	0.020458192	0.001700417	0.006303504	0.002554101	0.004713775	0.002143688	0.003612866	0.003376758	0.002659094	0.004507664	0.005024423	0.003614851	0.004089268	0.001367039	0.001885784	0.000944147	0.000723716	0.000306676	0.004769446	0.012202903	0.004255734	0.012496199	0.008593588	0.004554221	0.006901528	0.001796756	0.006950229	0.006281558	0.002300832	0.00799726	0.006079443	0.033647306	0.025224611	0.007272962	0.001227507	0.019936632	0.010815758	0.011326916	0.014481461	0.02135214	0.022252785	0.002446382	0.001486948	0.001570799	0.001981401	0.004497767	0.007419674
Planctomycetota	D0164A-S44-MaxBin2-031	0.020573987	0.021366121	0.001336497	0.01766749	0.00418664	0.001261703	0.08448812	0.06867502	0.062398255	0.08800548	0.0305041	0.14316311	0.013399904	0.018328313	0.007281347	0.008858844	0.008650246	0.008016265	0.003623963	0.007325315	0.010862572	0.012511346	0.006356598	0.011060855	0.003112234	0.003207013	0.00406758	0.011255603	0.001837261	0.025596881	0.007143171	0.004986375	0.002812223	0.021388533	0.032387093	0.002063596	0.009773499	0.003267149	0.00677581	0.003021749	0.005364168	0.00453876	0.003920929	0.006668055	0.007349358	0.004997355	0.006352055	0.002083666	0.002209111	0.001040632	0.00107061	0.000412424	0.007146763	0.018841097	0.006517302	0.019062208	0.013364721	0.006401307	0.01016022	0.002348521	0.010832725	0.009258881	0.003285207	0.011791583	0.008877375	0.055138193	0.040607404	0.011530635	0.001248665	0.03189395	0.017480861	0.017696042	0.022019278	0.033505157	0.035086166	0.003579984	0.002382096	0.002468921	0.002659181	0.006819901	0.011658875
Bacteroidota	D0187A-S50-MaxBin2-002	0.1479213	0.22308664	0.2568959	0.122933604	0.2324814	0.34623164	0.34422347	0.19166976	0.6764586	0.2754787	0.1295071	0.35338458	0.08158128	0.13380466	0.16214958	0.10580473	0.1622446	0.09931953	0.06677861	0.101389594	0.17658022	0.30651486	0.09461825	0.109901115	0.17002015	0.15716028	0.06899873	0.2536891	0.11382523	0.25443783	0.08186185	0.08841001	0.060805805	0.1964966	0.30393904	0.045569256	0.12117303	0.042874295	0.04558261	0.043171685	0.057427578	0.039176498	0.05642055	0.25667763	0.33799255	0.26674655	0.056091186	0.048128005	0.03978871	0.029984651	0.035246287	0.03669647	0.0715386	0.17317846	0.25294146	0.16583608	0.1846243	0.13699892	0.1420021	0.04720701	0.11279046	0.18283206	0.065547556	0.12728877	0.14351769	0.18215394	0.1461971	0.10298173	0.19253208	0.12457672	0.20585193	0.1327868	0.77345574	0.29271403	0.19538082	0.39171308	0.24969001	0.23438938	0.050724767	0.1800935	0.23382808
Proteobacteria	D0213A-S55-MaxBin2-007	0.5725259	1.0727252	0.43631715	0.7834666	0.6176025	0.317007	1.246288	1.0222086	1.468251	1.2160584	0.36722553	1.5797368	0.4612337	0.46384558	0.90227234	0.80389327	1.1247687	0.27916947	0.0949236	0.44862112	1.1468788	1.0305113	0.2805313	0.9303435	1.1318413	1.4268401	0.29779232	0.73737705	1.3748454	0.96159524	0.2022595	0.19490933	0.1054161	1.1118989	1.345982	0.009929569	0.63649875	0.053401463	0.4232252	1.0746858	0.059357405	1.1484936	1.2541931	1.8757635	2.2603133	1.6380455	0.6058053	1.0741276	0.02628257	0.015051448	0.77073956	0.5194946	0.062743075	1.2814112	1.1215888	1.3386136	1.2970507	2.2069938	1.4693828	0.01925999	1.2897902	2.0944576	0.12578015	1.6728711	1.7447929	1.4718091	1.0711082	0.18259525	0.005491608	0.93979436	1.505804	0.857877	1.3300977	1.3042287	1.2432771	1.9689205	2.4056213	2.4358711	0.006313444	2.0688078	2.0130227
Bacteroidota	D0275A-S58-MaxBin2-001	0.11799509	0.22252849	0.25400957	0.08680095	0.24852665	0.35857028	0.3498058	0.18261018	0.6676679	0.29959354	0.07081278	0.3859682	0.089634635	0.12413923	0.2673115	0.14326255	0.23619093	0.06971246	0.02543971	0.07773747	0.24566759	0.39581415	0.064263016	0.10835606	0.23380809	0.21115659	0.03364698	0.21809934	0.14816174	0.26307258	0.056936454	0.058019344	0.033113685	0.21678142	0.32029656	0.012243629	0.116947815	0.021512017	0.03101348	0.07236365	0.02990673	0.0773951	0.08718327	0.33978364	0.42184904	0.34705278	0.06763232	0.085285045	0.016794605	0.017090727	0.05426519	0.050241504	0.039662547	0.23232292	0.341932	0.20982216	0.2417925	0.22495	0.16586751	0.018609086	0.11579609	0.27567977	0.016571665	0.18754803	0.20807704	0.21651334	0.15449855	0.06790371	0.09100628	0.14737768	0.278466	0.10259532	0.7240588	0.27745506	0.1799022	0.37274778	0.25248495	0.23824525	0.014760784	0.17805305	0.22261523
None	D0275A-S58-MaxBin2-028	0.002089876	0.003846779	0.021198709	0.001915974	0.006632898	0.001549494	0.013283393	0.015556013	0.010613768	0.013296953	0.011388673	0.014163296	0.000145543	0.000526051	0.000562451	0.000190797	0.000585725	6.85E-05	3.73E-06	0.000121654	0.000400254	0.000612714	0.000110869	0.00118066	0.00023191	0.000119697	2.03E-05	3.46E-05	1.54E-05	0.000367988	0.000227694	0.000362668	3.06E-05	0.000481914	0.00068566	8.16E-05	0.00015555	0	0.000170013	1.09E-05	5.93E-06	9.28E-05	2.47E-05	2.80E-05	2.82E-05	2.95E-05	1.33E-05	9.54E-06	0	6.52E-06	0	3.45E-06	4.03E-05	8.64E-05	7.32E-05	0.000109385	1.78E-05	1.46E-05	1.83E-05	2.16E-06	0.000150782	3.19E-05	3.37E-06	6.20E-05	6.38E-05	0.000217248	0.000214371	9.94E-05	3.57E-05	0.000691646	0.000540979	0.017310524	0.073722236	0.075187206	0.043112747	0.000102484	8.39E-05	0.000186332	2.06E-05	0.001149727	0.00172746
Planctomycetota	D0275A-S58-MaxBin2-091	0.014331268	0.01372728	0.00081653	0.012748417	0.002682988	0.00078403	0.054814454	0.04424793	0.041784447	0.05727003	0.020810166	0.09216901	0.009027482	0.012981324	0.004579417	0.006129375	0.005352666	0.006904547	0.004774868	0.006065311	0.00743547	0.008037875	0.005972999	0.00765309	0.002079035	0.002029331	0.004077564	0.008158563	0.001289387	0.017227795	0.006659554	0.004988578	0.003590152	0.014303587	0.020872727	0.004559914	0.007245074	0.003766268	0.005348632	0.002105878	0.004770171	0.00309897	0.002613736	0.004356174	0.005145499	0.003203573	0.004405576	0.001391968	0.002524677	0.001908633	0.000771698	0.000320236	0.005976722	0.012509051	0.004656589	0.012799373	0.009157823	0.004402589	0.007175407	0.003033878	0.007363751	0.006003033	0.003172967	0.007878239	0.005732651	0.035098337	0.026025202	0.009205471	0.004143862	0.020260934	0.01132125	0.012198501	0.01440711	0.022102537	0.022933656	0.002495761	0.001611821	0.00167651	0.004171429	0.004579147	0.007396881
Thermoplasmatota	D1030A-S60-MaxBin2-049	0.07870103	0.082329735	0.016153261	0.05343221	0.0931755	0.08196901	0.0362236	0.039831847	0.021564081	0.04592933	0.022039596	0.027083158	0.27768627	0.22467124	0.19137071	0.28076777	0.26396197	0.06653169	0.009906828	0.060710352	0.19717157	0.16675997	0.047509994	0.1279713	0.061896812	0.057328835	0.018830476	0.067666575	0.033386014	0.12933555	0.041931633	0.036194384	0.014788929	0.19156119	0.13101262	0.000432352	0.035170462	0.01493312	0.094683126	0.11578895	0.013809439	0.11997074	0.103456125	0.13682602	0.15996937	0.1310276	0.27599558	0.14865522	0.006857531	0.007974689	0.3795275	0.27239832	0.004464618	0.3463067	0.47250745	0.35925156	0.4342461	0.1778539	0.15892586	0.001239766	0.1861936	0.17731017	0.006896876	0.15359108	0.13864806	0.034620523	0.014160384	0.023040604	0.000132494	0.03710722	0.035248414	0.021118972	0.005094345	0.01783257	0.019780979	0.009769484	0.020945387	0.02430208	0.000113253	0.028038483	0.037304983
Verrucomicrobiota	Las19c107-75m-1-MaxBin2-011-Lasker2019	0.037744015	0.006652555	0.003412787	0.033387385	0.019498251	0.041758064	0.006697875	0.012353746	0.005445265	0.009053947	0.066479795	0.006903359	0.052111045	0.042351715	0.020126643	0.03643976	0.012628119	0.08540722	0.14893019	0.088020645	0.016280372	0.026995776	0.110760264	0.046647348	0.021129465	0.024348682	0.08075363	0.019788304	0.029652085	0.046807677	0.09389431	0.09105145	0.10586408	0.039362635	0.026632369	0.15500489	0.034501955	0.13835964	0.08064612	0.022275772	0.15497175	0.014092125	0.011551822	0.010344165	0.007098331	0.01902017	0.027171308	0.004811664	0.17725311	0.15811788	0.008831358	0.005322551	0.11313108	0.021529825	0.008231563	0.017215572	0.011350911	0.00993242	0.042203248	0.15600862	0.047338262	0.008937148	0.1557999	0.007795929	0.007431871	0.020862684	0.009391161	0.05317447	0.056259286	0.04087206	0.011594159	0.013497031	0.003719559	0.003475486	0.006521109	0.00472786	0.003706267	0.003496172	0.11745212	0.012267818	0.010336583
Bacteroidota	RL2103c001-48m-1-MaxBin2-106	0.0292818	0.065540515	0.04376183	0.021553578	0.03808691	0.029836807	0.09176957	0.049772725	0.17055175	0.07559508	0.012277792	0.17567472	0.029726764	0.028991278	0.026159652	0.019048396	0.02628393	0.011179534	0.00510199	0.007847516	0.025503485	0.022813123	0.007648469	0.014296313	0.022685349	0.021528734	0.005435411	0.013709468	0.016073173	0.03868087	0.008832146	0.008573873	0.00840228	0.044706795	0.058649488	0.00434375	0.020505546	0.0032091	0.003422275	0.004519198	0.00438697	0.004456471	0.004665435	0.009940208	0.00944407	0.013041156	0.003174183	0.002912907	0.004642367	0.00341565	0.002706818	0.002468956	0.006014983	0.005572814	0.00461463	0.005350847	0.004905952	0.014044575	0.010357931	0.004254284	0.008633398	0.015530905	0.004294945	0.015073054	0.014644742	0.07447005	0.049568616	0.012147976	0.00661076	0.024930809	0.04208569	0.03103535	0.1131776	0.06656806	0.05238337	0.045557864	0.04493841	0.04866627	0.004651069	0.033917904	0.03532854
Proteobacteria	RL2103c002-5m-1-MaxBin2-002	1.4094843	3.599116	2.188053	1.6536599	3.0505505	3.2286224	3.511748	2.5725935	4.7712474	2.8543391	0.6076906	2.9355764	1.4590745	1.805707	3.4049745	2.861497	4.5525746	0.77063596	0.24926041	0.8478118	3.2622385	2.9076085	0.6018309	1.881655	2.9289427	3.2789578	0.40861827	2.1218953	2.7261608	1.7679688	0.53364414	0.52398044	0.25699702	1.7711042	2.0643127	0.010716263	1.0163796	0.08277715	0.40278122	0.95861286	0.10426974	1.0982498	1.1794329	3.8056304	4.443146	3.5166056	0.28387153	0.6186523	0.029422563	0.003100356	0.15244135	0.08412263	0.11416062	2.2731369	2.4392617	2.3851209	2.367584	3.4457703	2.7048955	0.029094884	2.0904012	3.7123318	0.21629462	2.447524	2.6155782	4.2661633	1.7202169	0.90544707	0.028349457	2.1569152	2.8757925	2.710519	5.843303	3.922894	3.6275337	5.540321	6.456393	6.331433	0.011018087	6.165175	5.597382
Bacteroidota	RL2103c002-5m-1-MaxBin2-026	0.029839946	0.07201158	0.04577249	0.027873857	0.23466642	0.5887167	0.01510358	0.012806905	0.017588582	0.018700743	0.016530588	0.025151966	0.06526247	0.031415112	0.12825117	0.12303533	0.17120317	0.00877783	0.003587599	0.041082337	0.14118561	0.12783855	0.025205813	0.028097749	0.08686561	0.10822696	0.026316362	0.19063073	0.1354175	0.04666915	0.009296862	0.008181728	0.00355555	0.081595816	0.060044862	0.001078639	0.13821189	0.006115899	0.025948104	0.062019043	0.008405519	0.046397902	0.047510244	0.03226485	0.041016817	0.02935089	0.042408876	0.028452912	0.003429698	0.001633965	0.07722776	0.051870454	0.002807461	0.045598444	0.042102307	0.045701757	0.04318123	0.03923685	0.030989347	0.002207075	0.03632675	0.034374606	0.002918644	0.047397196	0.04377981	0.030146759	0.017691255	0.005583777	0.000511018	0.11648344	0.079610474	0.014520872	0.01921269	0.017730827	0.017177925	0.020448932	0.036063533	0.04295399	0.00053462	0.03525149	0.047152832
None	RL2103c009-40m-1-MaxBin2-012	0.17063439	0.08411913	0.004746507	0.17513974	0.017565982	0.004691089	0.34292594	0.7538704	0.07334416	0.2547687	0.2891399	0.08588134	0.14668567	0.13346595	0.026431093	0.06818738	0.025809927	0.077068165	0.020305922	0.051991466	0.035893254	0.040149726	0.046927284	0.10354272	0.007607743	0.006548307	0.049101297	0.07351034	0.00221931	0.04317383	0.0521342	0.03711266	0.022788668	0.04636274	0.020050453	0.03306221	0.045877803	0.006589885	0.020111484	0.002909797	0.007193421	0.001794033	0.001479151	0.006817916	0.008303016	0.005049774	0.009331562	0.001217379	0.003030256	0.000226437	0.000587721	0.000345648	0.009189826	0.00829888	0.004461987	0.006729027	0.004700151	0.003199214	0.029436411	0.004269061	0.031559594	0.00600537	0.007909291	0.01766225	0.008821619	0.035017252	0.018394945	0.04401084	0.10496044	0.021308342	0.00333029	0.14788418	0.032107532	0.07520587	0.13747129	0.1151981	0.075998336	0.049044874	0.01782459	0.053581387	0.052558046
