		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Planctomycetota	D0159A-S42-MaxBin2-094	0.002527995	0.002708487	0.001554796	0.001195545	0.003792046	0.003957334	0.002040372	0.0023212	0.001202002	0.001200388	0.000890222	0.000944686	0.001344498	0.001332259	0.001384171	0.001264965	0.001608754	0.00174209	0.001105051	0.001030396	0.000932695	0.001049001	0.001026026	0.001169568	0.002775442	0.002969694	0.002667394	0.002434094	0.003632829	0.003210215	0.013638847	0.008745092	0.002606685	0.002889619	0.08866693	0.0828666	0.003603525	0.003129871	0.09816252	0.114960745	0.023266884	0.045203824	0.10239087	0.14900303	0.003592291	0.008905718	0.010979643	0.002660577	0.119050115	0.010340326	0.022217894	0.001683015	0.015478483	0.000997721	0.012228793	0.005811355	0.006398328	0.022745943	0.027824035	0.001063402	0.001232698
Planctomycetota	D0164A-S44-MaxBin2-031	0.00369569	0.004189881	0.002172754	0.001685037	0.005816313	0.005912829	0.003103698	0.003593815	0.001470804	0.001279958	0.001240646	0.001331608	0.001537981	0.001637337	0.001928294	0.001945109	0.001947787	0.001954314	0.001912249	0.001578349	0.001029929	0.001120209	0.001565284	0.00165717	0.004048278	0.004243968	0.00409491	0.003739068	0.005198644	0.004830645	0.02232553	0.013775212	0.003552295	0.004116862	0.1486453	0.13769151	0.00529735	0.004771116	0.16039321	0.18807161	0.03742987	0.04125655	0.1751693	0.26955518	0.004831331	0.014321759	0.018130539	0.003783435	0.20317641	0.017109174	0.036658555	0.001941809	0.025197929	0.001216182	0.019752685	0.008930473	0.010067643	0.036430035	0.046114005	0.001542745	0.001844807
Bacteroidota	D0187A-S50-MaxBin2-002	0.061863158	0.063739754	0.038798038	0.03407728	0.08074328	0.08495884	0.9645009	1.140027	0.033218652	0.035211165	0.01232909	0.013984102	0.048481077	0.047849767	0.18337554	0.20221052	0.05092488	0.05203055	0.38059342	0.5226973	0.023034297	0.026160244	0.048462108	0.053530484	0.110290885	0.07709337	0.15983517	0.1549063	0.121377945	0.124029346	0.9242271	1.0167035	0.09679555	0.09475527	0.60089	0.53809744	0.090980195	0.09001311	0.4797258	0.49033472	0.22453125	0.25027746	0.19174975	0.2822898	0.11789938	0.6462768	0.7150617	0.09898363	0.28692546	1.3856624	2.2394404	0.07954692	0.86788714	0.05934653	0.69934857	0.18617713	0.23571104	2.3247397	2.0458632	0.14017408	0.18316287
Proteobacteria	D0213A-S55-MaxBin2-007	0.04175484	0.043741092	0.71176904	0.75242037	0.048194367	0.0513347	0.36985382	0.37208682	0.008175712	0.009210835	0.13907295	0.13276497	0.00771181	0.007054436	0.5315061	0.5724436	0.006179295	0.006497031	0.3131109	0.528741	0.003912564	0.001954508	0.5728092	0.5421129	0.20002124	0.19518007	0.5008927	0.4694393	0.1436813	0.14946218	0.63555574	0.49097753	0.06790759	0.07414008	0.87820256	0.88158065	0.079921946	0.066906355	0.3850996	0.35612285	0.7310016	0.7678174	0.9197289	0.8671895	0.12312292	0.11501879	0.10780423	0.0635916	0.61727816	0.2212992	0.23479576	0.014600876	0.20829332	0.001869812	0.773767	0.23759136	0.27069148	0.33724654	0.2816612	0.58577836	0.59783477
Bacteroidota	D0275A-S58-MaxBin2-001	0.014753678	0.013402619	0.054999053	0.050539102	0.027137645	0.028869266	1.3596836	1.4868507	0.011395108	0.011204385	0.025952077	0.024991311	0.011187143	0.012076374	0.34766573	0.36657882	0.013592953	0.011874995	0.68563044	0.91863525	0.010095386	0.014645152	0.07521651	0.08280521	0.05741305	0.06006184	0.23818801	0.24973463	0.0570515	0.05421093	1.0414711	1.151785	0.032553386	0.031523798	0.8443712	0.76051545	0.031002205	0.031174965	0.62626225	0.6265505	0.23379251	0.27218807	0.2971086	0.43339318	0.03846696	0.59387714	0.84455335	0.029600248	0.43473923	1.016704	2.208625	0.012404594	1.0314393	0.007047928	0.7377821	0.11605648	0.18237393	2.7589657	2.3797863	0.25224516	0.33363053
None	D0275A-S58-MaxBin2-028	1.04E-05	4.10E-07	3.40E-06	9.39E-06	1.31E-05	3.62E-06	0.005993747	0.000196007	0	3.29E-07	7.49E-06	5.40E-06	0	1.58E-06	0.000124703	6.37E-05	6.87E-06	7.14E-06	6.25E-05	0.000118003	2.80E-06	2.63E-06	8.04E-05	6.78E-05	0.000161498	7.12E-05	0.000202895	0.000436868	2.26E-05	6.21E-05	0.002175704	0.002202016	2.34E-05	2.88E-05	0.009933688	0.008475102	2.17E-05	4.15E-05	0.004044436	0.002360762	0.001027981	0.00121569	0.00090322	0.001124355	1.32E-05	0.006459021	0.008223633	4.29E-05	0.002980015	0.084740944	0.20492546	0.000128821	0.453656	4.60E-06	0.005043376	0.002085702	0.009569565	0.2838538	0.25632676	5.36E-05	7.86E-05
Planctomycetota	D0275A-S58-MaxBin2-091	0.003912223	0.00422477	0.001641348	0.001304656	0.005201713	0.005241176	0.002107662	0.002381721	0.001964149	0.001790537	0.000917175	0.000941204	0.00235729	0.002260662	0.001417083	0.001433766	0.002666858	0.002945514	0.001548819	0.001120832	0.001302484	0.001619987	0.001036742	0.001102621	0.003459412	0.003706473	0.002787632	0.002454099	0.005247145	0.004675032	0.014489302	0.009117481	0.004079233	0.00451773	0.09420921	0.08757113	0.004991923	0.004557611	0.10408456	0.12156733	0.02471231	0.027701477	0.10838759	0.15790924	0.004903052	0.009778345	0.012322285	0.003959485	0.1271378	0.012003142	0.02339829	0.003030487	0.016948452	0.001995027	0.01290182	0.007050451	0.007565171	0.041089162	0.029905971	0.001123105	0.001391598
Thermoplasmatota	D1030A-S60-MaxBin2-049	0.004369858	0.005066257	0.51989627	0.4381037	0.00614429	0.007092775	0.069360554	0.021754213	0.000548596	0.000484994	0.004438198	0.005734881	0.000347594	0.000508456	0.25242904	0.2716196	0.000468895	0.000349158	0.088680014	0.16664992	0.000409406	8.97E-05	0.0488179	0.0445449	0.14923073	0.16434315	0.160721	0.14334455	0.0104985	0.010512927	0.07110539	0.03608488	0.004546979	0.004803658	0.026655594	0.024217166	0.004324598	0.003023568	0.001169406	0.000794322	0.055739783	0.059815835	0.01706646	0.008278918	0.006987532	0.001617432	0.00187123	0.002701888	0.007568478	0.002865939	0.004441374	0.000578317	0.006000601	0.000304498	0.18121779	0.01594653	0.018042808	0.001445539	0.001411333	0.33811992	0.29357958
Verrucomicrobiota	Las19c107-75m-1-MaxBin2-011-Lasker2019	0.13192992	0.14412835	0.023493448	0.025939772	0.1329053	0.12641878	0.007049757	0.00348657	0.1727317	0.17153169	0.000425063	0.00051712	0.15247719	0.1570083	0.004093543	0.004059033	0.16386229	0.18722606	0.001113503	0.001754404	0.09351394	0.09663166	0.003793634	0.003630969	0.069863364	0.07659477	0.002921059	0.00290168	0.12147547	0.11795473	0.002534506	0.00126524	0.119525015	0.122966826	0.007961531	0.00899091	0.10641105	0.10172154	0.004673543	0.003505022	0.046004314	0.04879419	0.020392358	0.019626526	0.11511892	0.000811806	0.001166947	0.09501459	0.007825869	0.015099381	0.001944583	0.13790737	0.002511028	0.11774392	0.007682477	0.0916241	0.08588469	0.00275037	0.002730415	0.004199198	0.003862246
Bacteroidota	RL2103c001-48m-1-MaxBin2-106	0.002481977	0.002650109	0.005651231	0.00476263	0.005767753	0.006126046	0.010942862	0.006469897	0.002968697	0.003034776	0.000284412	0.000298292	0.003921523	0.003883842	0.002804086	0.002560211	0.004124825	0.004210215	0.00247743	0.003459622	0.00355079	0.003394853	0.001554989	0.001561144	0.003629901	0.004392894	0.002365611	0.002298493	0.004904111	0.004970423	0.017162796	0.015579467	0.005330514	0.005736007	0.018663071	0.018924704	0.004449734	0.004030066	0.008367749	0.00792019	0.009385199	0.010374759	0.015949585	0.015742626	0.004744072	0.00371226	0.004655225	0.00455949	0.011056976	0.00943258	0.01774201	0.004611949	0.034719843	0.004448504	0.010678208	0.005958095	0.011308027	0.10404814	0.08796619	0.002700825	0.002857368
Proteobacteria	RL2103c002-5m-1-MaxBin2-002	0.041422967	0.0522562	0.6263939	0.6247906	0.08494144	0.09264503	0.15191397	0.15535648	0.001313341	0.003620135	0.003137425	0.003237104	0.002905062	0.003803181	0.8625042	0.8950472	0.003048063	0.00294487	0.35624665	0.56983733	0.001547932	0.000514031	0.29364383	0.29628566	0.16782698	0.18348022	0.367172	0.35164484	0.57997954	0.58710295	1.7847039	1.1193178	0.31279525	0.34046224	2.265455	2.2346575	0.22293767	0.19581701	0.5475592	0.47968787	1.7748111	1.8565238	1.9260032	1.5252374	0.38494685	0.057196014	0.06714325	0.24322543	1.3086666	0.1865555	0.59435135	0.037167523	0.52818656	0.003666562	1.994234	1.0256838	1.0059743	0.6339703	0.5674673	1.0590335	0.9767126
Bacteroidota	RL2103c002-5m-1-MaxBin2-026	0.001348116	0.001743209	0.27955714	0.28930372	0.002125696	0.002424456	0.0280172	0.028187986	0.000395492	0.000462049	0.005989576	0.006074504	0.000530654	0.000560739	0.09833948	0.1081509	0.000507218	0.000586682	0.047325823	0.07314726	0.000485071	0.000342311	0.06078766	0.06418793	0.021661004	0.021168511	0.07056534	0.06917437	0.001476178	0.001549296	0.016861225	0.014634693	0.000956415	0.000915102	0.008564146	0.008551795	0.000914436	0.00080867	0.002998621	0.003375527	0.006733104	0.007223693	0.009330997	0.007726942	0.001347985	0.00741013	0.002924171	0.000834967	0.006324079	0.016451264	0.003707123	0.000535225	0.002859031	0.000334516	0.036766972	0.002761973	0.002798088	0.003336545	0.002837711	0.11844876	0.1176098
None	RL2103c009-40m-1-MaxBin2-012	0.000385357	0.000499042	0.000751046	0.000816336	0.001768975	0.001763136	0.000691255	0.000794795	8.41E-05	7.66E-05	9.43E-05	0.000101943	0.000237779	0.000169864	0.001431858	0.001535221	0.000265095	0.000275122	0.000815199	0.001334267	8.33E-05	6.52E-05	0.000725347	0.000724927	0.001945414	0.002141079	0.001394691	0.001306419	0.001335091	0.001179499	0.001536774	0.000940369	0.001038954	0.001073087	0.00298578	0.002864734	0.000639949	0.000537552	0.002799457	0.002897674	0.002398859	0.002957106	0.002636564	0.002893777	0.000667953	0.000659939	0.000718815	0.00061933	0.003042005	0.001240713	0.001878638	0.00041628	0.002118846	8.11E-05	0.00260147	0.001664455	0.001731054	0.002865196	0.002963247	0.001467076	0.00158407
Verrucomicrobiota	RL2103c014-5m-1-MaxBin2-018	0.001856856	0.002012115	0.06242859	0.06479346	0.004785757	0.004761208	0.001278332	0.000396748	0.001478487	0.001286498	0.011762449	0.013283471	0.000882396	0.000869816	0.035415694	0.03471766	0.00078212	0.000783973	0.00713804	0.01222668	0.000378626	0.000334373	0.012612349	0.01400089	0.01182007	0.01371942	0.039105788	0.036077496	0.022248639	0.02256677	0.04674173	0.024217676	0.007459329	0.008609619	0.06730951	0.06786287	0.012344295	0.01022434	0.004453814	0.003146623	0.07390222	0.075773284	0.04733191	0.024906922	0.03204601	0.000617896	0.000773301	0.022010835	0.019666288	0.002821954	0.004229454	0.001735835	0.011972453	0.000437691	0.05788927	0.0667429	0.06466338	0.005702045	0.005428483	0.04275263	0.038433865
SAR324	RL2103c032-5m-3-MaxBin2-067	0.18373907	0.18933341	0.012838182	0.012310392	0.11115226	0.11073041	0.002165419	0.002030613	0.18338113	0.18327953	0.001729923	0.001818656	0.13146593	0.13442591	0.00511717	0.005165931	0.13369502	0.14402127	0.003156909	0.005130091	0.095207974	0.097544216	0.003412625	0.003420823	0.14362006	0.16040826	0.009409535	0.006673608	0.10953097	0.11256691	0.005797755	0.003711328	0.11352482	0.1161091	0.010749432	0.009579084	0.12939486	0.12332323	0.00604544	0.006344678	0.07970231	0.08137878	0.008095495	0.007061864	0.13433467	0.001020525	0.001299934	0.10695574	0.006601191	0.012670677	0.007021739	0.13440004	0.005554303	0.11499025	0.009575275	0.0898362	0.09039352	0.006325155	0.005878712	0.004647564	0.005353441
Proteobacteria	S10C10680-Flyer2018	3.65E-05	1.83E-05	9.46E-06	6.82E-06	9.52E-06	8.10E-06	2.21E-05	1.86E-05	2.31E-05	1.91E-05	1.93E-05	2.17E-05	1.37E-05	7.48E-06	3.38E-05	2.86E-05	1.13E-05	1.16E-05	3.31E-05	2.94E-05	1.67E-05	2.94E-05	2.66E-05	2.03E-05	1.92E-05	1.67E-05	1.88E-05	1.97E-05	2.67E-05	1.86E-05	4.04E-05	5.00E-05	1.60E-05	1.61E-05	5.86E-05	5.99E-05	1.99E-05	9.79E-06	1.93E-05	1.62E-05	2.09E-05	1.37E-05	5.29E-05	6.98E-05	4.35E-05	0.000111904	0.000102404	1.52E-05	9.33E-05	3.57E-05	0.000129849	1.83E-05	0.000101493	3.84E-05	2.42E-05	1.56E-05	1.62E-05	4.00E-05	5.44E-05	2.62E-05	2.87E-05
Proteobacteria	S10C1173-Flyer2018	7.93E-05	2.07E-05	1.07E-05	7.88E-06	4.47E-06	6.33E-06	1.69E-05	2.09E-05	6.24E-06	7.56E-06	1.47E-05	1.54E-05	7.19E-06	3.38E-06	3.34E-05	2.79E-05	3.82E-06	4.91E-06	0.000107775	5.06E-05	8.97E-06	2.53E-05	1.79E-05	1.55E-05	2.52E-05	7.16E-05	2.18E-05	3.35E-05	1.08E-05	2.14E-05	9.96E-05	0.000133354	1.41E-05	1.30E-05	4.82E-05	4.32E-05	1.25E-05	1.14E-05	8.94E-06	7.69E-06	1.15E-05	1.90E-06	1.66E-05	1.38E-05	3.33E-05	0.000266564	0.00031407	9.94E-06	3.65E-05	0.000112362	0.00032994	1.62E-05	0.000204535	5.45E-05	3.90E-05	7.29E-06	1.42E-05	4.46E-05	3.61E-05	2.56E-05	2.80E-05
Proteobacteria	S10C156-Lasker2021	4.00E-05	5.27E-05	0.0024139	0.002481598	9.69E-05	8.78E-05	0.000862602	0.000900095	5.19E-06	6.55E-06	0.000116829	8.98E-05	6.84E-06	1.16E-06	0.001145142	0.001125384	8.31E-07	2.12E-06	0.000417901	0.000698637	0	2.06E-06	0.000399125	0.000426191	0.000333924	0.000401668	0.001021565	0.000913586	0.000310226	0.000324023	0.00231662	0.001244908	0.000129153	0.000198369	0.007099867	0.008218936	0.000333492	0.000300021	0.00419502	0.003812488	0.0047696	0.005683369	0.009796407	0.008130308	0.000342119	0.000121456	0.000197181	0.000341585	0.00608455	0.000608138	0.000751234	1.81E-05	0.001734795	4.10E-06	0.006268899	0.001558574	0.001878141	0.001924393	0.002067996	0.001036527	0.001143372
Proteobacteria	S10C175-Flyer2018	4.12E-05	0.000260787	3.77E-05	4.55E-05	1.65E-05	0.000234191	1.98E-05	9.12E-06	2.09E-05	0.000435408	1.63E-05	1.62E-05	9.97E-06	1.97E-05	0	4.01E-06	3.15E-06	1.20E-05	5.97E-07	2.10E-06	4.15E-06	2.10E-05	5.67E-06	5.39E-06	2.00E-05	0.000113126	2.16E-05	3.36E-06	7.42E-06	2.13E-05	3.90E-06	2.23E-06	3.15E-06	5.85E-05	0	0	1.60E-06	2.62E-05	7.71E-06	2.65E-07	2.99E-06	4.30E-06	6.64E-07	1.17E-06	3.80E-06	4.33E-07	1.69E-06	2.58E-06	2.09E-07	2.29E-06	1.28E-06	1.54E-05	9.90E-06	9.89E-06	2.59E-06	3.66E-06	5.25E-06	8.65E-07	0	2.25E-06	4.80E-06
Proteobacteria	S10C1799-Flyer2018	0.001343975	0.000146031	2.56E-06	1.71E-05	0.000571484	3.59E-05	3.44E-05	6.91E-05	0.000555416	4.56E-05	6.82E-06	1.12E-05	0.000109802	1.37E-05	8.95E-06	9.76E-06	0.000133008	0.000323568	2.25E-05	2.23E-05	5.53E-05	8.11E-06	6.05E-06	6.37E-06	5.86E-05	1.91E-05	1.50E-05	1.39E-05	3.96E-05	1.50E-05	5.05E-05	3.66E-05	4.51E-05	7.50E-06	0.000168645	0.000126435	1.78E-05	1.32E-05	9.72E-05	0.000117407	6.28E-05	4.48E-05	7.76E-05	0.000103028	0.000752969	0.000176251	0.00034931	0.000944156	0.000180469	0.000531609	0.000127724	0.002915833	0.000146926	0.002062502	1.17E-05	1.71E-05	1.37E-05	7.53E-05	6.05E-05	8.60E-06	1.06E-05
Proteobacteria	S10C2248-Lasker2018	0.001561729	0.053591844	0.000314457	0.000135058	0.000676316	0.049382653	5.47E-05	1.76E-05	0.000901174	0.117985934	0.000164284	9.59E-05	0.000138346	0.005130437	1.77E-05	3.55E-05	7.95E-05	0.001829783	1.10E-05	1.08E-05	0.00037688	0.001790146	5.82E-05	4.79E-05	0.000237904	0.019211693	0.000315372	5.18E-05	0.000774966	0.007809124	0.000158436	4.09E-05	0.000517022	0.009548373	2.32E-05	1.49E-05	0.000400599	0.00687499	4.11E-05	1.56E-05	0.000199258	0.000655737	5.58E-05	2.63E-05	0.000277565	9.16E-06	1.29E-05	0.000109871	2.22E-05	0.00013046	2.56E-05	0.000280119	7.57E-05	0.000203428	1.46E-05	0.000121932	0.001212665	2.44E-05	1.66E-05	2.03E-05	3.02E-05
Bacteroidota	S10C241-Lasker2021	0.00239334	0.00147374	0.000601027	0.000324188	0.000105776	0.000116157	0.000370262	0.000327999	4.29E-05	3.14E-05	9.55E-05	8.00E-05	3.69E-05	3.96E-05	0.000229214	0.000221869	7.52E-05	6.18E-05	0.000314364	0.000362061	4.51E-05	5.54E-05	0.000141814	0.000144622	0.000108932	0.000115875	0.000541331	0.000518564	0.004304051	0.00371023	0.44028127	0.5562521	0.003435785	0.004465082	1.0860991	0.8853956	0.009751394	0.008546719	0.9578346	1.0583743	0.14705995	0.16134498	0.49571013	0.81685466	0.002727871	0.48488703	0.554594	0.006943356	1.0954504	0.8586875	2.2922566	0.001830948	1.9761913	0.000992852	0.28189808	0.045595873	0.0913645	1.6002542	1.5885901	0.000140645	0.000206811
Proteobacteria	S10C550-Flyer2018	1.91E-05	7.46E-05	4.45E-05	0.000115131	2.29E-06	4.26E-05	9.50E-07	3.83E-06	7.02E-06	6.78E-05	1.66E-05	9.20E-05	1.35E-06	2.00E-06	2.39E-06	2.62E-06	5.90E-07	4.12E-06	2.78E-06	7.10E-06	2.44E-06	1.63E-05	1.64E-06	2.08E-05	3.06E-07	3.63E-05	1.38E-05	9.37E-06	2.76E-06	1.09E-05	1.17E-05	2.54E-05	7.27E-06	7.90E-06	7.46E-06	1.26E-05	2.29E-06	8.25E-06	9.26E-06	1.24E-06	3.26E-07	2.27E-07	7.44E-06	1.14E-05	3.64E-06	0	3.50E-06	1.43E-07	1.72E-06	2.68E-06	0	4.01E-07	1.10E-05	2.28E-06	0	1.59E-06	6.08E-07	1.36E-05	4.34E-06	5.26E-07	5.82E-06
Proteobacteria	S10C71-Lasker2018	0.00784967	0.009341839	0.002558136	0.002399997	0.02711318	0.027453067	0.000391953	0.000277483	0.008924211	0.016550517	0.000529867	0.000674655	0.006171051	0.006473398	0.005072642	0.00529866	0.005758906	0.006284937	0.001053745	0.002108588	0.001131502	0.001150871	0.002262843	0.002195613	0.0402901	0.04478802	0.007618748	0.006474238	0.037344538	0.03646407	0.005203935	0.002209614	0.022385186	0.023395356	0.017009875	0.01584836	0.01954661	0.016627349	0.005542767	0.004763718	0.0717561	0.076508306	0.014522651	0.007174382	0.028117139	0.001171069	0.001632575	0.029572958	0.006368841	0.002313463	0.004747848	0.007079186	0.004232176	0.00075632	0.004318683	0.06660158	0.061254937	0.00342597	0.002899846	0.005943681	0.00549954
Actinobacteriota	S10C755-Lasker2018	0.03359019	0.035987373	0.000112128	8.29E-05	0.024901252	0.023317933	5.00E-05	4.80E-05	0.040388837	0.05089317	1.32E-06	4.50E-06	0.038138464	0.03695153	5.22E-05	5.58E-05	0.04377561	0.045366008	4.03E-05	6.49E-05	0.03127052	0.03750494	2.09E-05	2.06E-05	0.013645737	0.014328522	0.00016327	0.000141766	0.029617617	0.027416147	3.58E-05	2.27E-05	0.03281658	0.031736884	0.000170741	0.000117051	0.026159752	0.025911799	0.000724929	0.000626657	0.00726459	0.008451152	0.000198565	0.000120029	0.024336068	3.08E-06	5.79E-06	0.02218355	5.14E-05	0.02573694	0.00082478	0.04098502	0.000373686	0.03040999	2.16E-05	0.015292005	0.014825894	0.001156441	0.00123769	3.75E-05	5.14E-05
Proteobacteria	S10C771-Flyer2018	0.000107366	0.00091001	2.89E-05	2.36E-06	1.69E-05	0.000117433	1.44E-06	1.04E-06	3.89E-06	0.000155516	3.43E-05	4.27E-07	4.89E-06	7.80E-06	1.24E-06	3.18E-06	2.94E-06	6.22E-06	4.21E-06	0	8.28E-06	9.16E-07	7.26E-06	2.55E-06	1.71E-05	6.44E-06	1.05E-05	9.67E-07	4.80E-05	2.30E-06	1.50E-05	1.99E-06	2.69E-05	4.69E-06	2.26E-06	1.06E-08	2.62E-06	1.52E-06	1.60E-06	2.36E-06	2.08E-06	1.48E-06	4.28E-06	1.96E-07	9.88E-06	6.86E-06	8.02E-07	5.30E-06	3.82E-07	1.66E-06	5.41E-07	1.69E-05	2.31E-06	1.35E-05	2.13E-07	2.96E-06	7.70E-07	7.79E-06	6.50E-08	2.33E-06	1.44E-06
Thermoplasmatota	S11C1071-Lasker2018	1.22E-05	1.10E-05	0.000931447	0.000968985	3.91E-05	3.49E-05	0.000128052	2.13E-05	7.79E-05	7.86E-05	0.17709272	0.20457868	8.41E-06	1.20E-05	0.000511086	0.000567363	2.20E-05	1.65E-05	0.000204073	0.000335296	3.03E-05	1.43E-05	0.001035069	0.001114709	0.000313162	0.000301467	0.00033261	0.000251428	0.000131743	0.000153271	0.000551967	0.000241524	7.25E-05	9.61E-05	0.000366694	0.000351611	6.76E-05	4.51E-05	1.85E-05	0	0.000573938	0.000658828	0.000390002	0.000147743	5.19E-05	7.31E-06	1.92E-05	4.55E-05	0.000134023	2.73E-05	4.47E-05	1.81E-05	4.70E-05	2.04E-05	0.000875279	0.000129641	0.000214643	2.11E-05	1.32E-05	0.000658209	0.000601575
Verrucomicrobiota	S11C1411-Lasker2018	0.000322486	0.00040315	0.002561812	0.002750685	0.001269084	0.001214957	0.001557881	0.001604099	0.000312411	0.000281932	0.12379377	0.11894291	0.000140783	0.000160305	0.02176774	0.021931099	9.61E-05	9.22E-05	0.007383133	0.008748935	5.63E-05	4.12E-05	0.05413625	0.06445425	0.003009186	0.00312215	0.07331718	0.07430933	0.001094552	0.001142987	0.000390223	0.000243503	0.000555314	0.000572809	0.000897282	0.000861298	0.000398786	0.000389512	0.001510906	0.001522528	0.000739668	0.000915976	0.000887151	0.001240246	0.00071223	6.77E-05	0.000108065	0.000921032	0.000817414	0.000464832	0.000432935	0.000219509	0.000336693	7.20E-06	0.001185433	0.002905086	0.002286089	0.001002208	0.000937188	0.015407074	0.019889247
Bacteroidota	S11C1418-Lasker2018	6.07E-05	0.000109994	0.019499732	0.020839717	8.34E-05	9.04E-05	0.000910906	0.000759492	8.65E-05	0.000157264	0.17326285	0.15791562	3.42E-05	4.79E-05	0.018867427	0.023458913	3.13E-05	4.38E-05	0.011222221	0.014028519	0.000137559	7.72E-05	0.0820414	0.09360672	0.000646138	0.000657363	0.063573174	0.0645244	9.47E-05	0.000103016	0.000265652	0.000319334	6.73E-05	6.27E-05	0.000202262	0.000278524	2.60E-05	3.88E-05	0.000161468	0.000146214	0.000219332	0.000233772	0.000209089	0.000274577	0.000133664	4.66E-05	2.41E-05	5.39E-05	0.000262307	0.000106663	0.000220188	2.52E-05	9.12E-05	1.40E-05	0.000319986	0.000177933	0.000194192	0.000302101	0.000218567	0.016371705	0.02130066
Nitrospinota	S11C1489-Lasker2021	0.035419483	0.042325895	0.001805441	0.001445122	0.058223765	0.05847129	2.50E-05	3.75E-05	0.009578308	0.009122128	2.90E-06	4.94E-06	0.005516716	0.005630952	7.13E-05	0.000113544	0.004347574	0.004813864	2.75E-05	4.22E-05	0.001016371	0.001178747	0.000140189	0.000147347	0.027256655	0.030326303	0.000357493	0.000220913	0.053343628	0.05524653	0.000155437	9.02E-05	0.031321622	0.03315616	0.00151725	0.001751102	0.03507692	0.031679735	0.001163376	0.00070714	0.03349017	0.031422984	0.003371054	0.002179021	0.056770146	1.04E-05	5.32E-06	0.06661427	0.001331968	0.001449853	0.000863148	0.015482743	0.000521144	0.002700518	0.00045196	0.16079164	0.13560094	0.000987945	0.000971088	6.90E-05	0.000130655
