		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
None	D0153A-S40-MaxBin2-001	-3.929240733	-3.870641024	-4.8513205	-3.612498285	-4.241556908	-4.552170324	-3.78435644	-3.923763051	-4.279941204	-3.593949492	-3.615483241	-4.281032277	-4.952184332	-3.9018526	-4.311695598	-4.474223506	-4.534104824	-4.679785333	-4.838923573	-5.048001018	-4.433833408	-4.087206261	-4.774189491	-4.675563895	-4.788794391	-4.658524656	-2.646369041	-5.113323051	-5.016182149	-4.698414401	-5.081761225	-4.452144939	-4.520860196	-4.295922703	-4.563502469	-2.637617073	-4.320737612	-4.775155864	-4.648045328	-4.559004654	-4.729830529	-4.603453261	-4.003261595	-4.606977669	-0.984107953	-4.591655621	-4.09196735	-3.193572764	-4.689710074	-4.316525452	-4.965652196	-4.248740712	-4.27218065	0.252040543	-2.89813687	-0.753607775	0.978538882	-3.259400832	-3.683895176	0.655407307	0.560678823	-2.965689491
Verrucomicrobiota	D0153A-S40-MaxBin2-025	-5.868820598	-5.945341174	-4.319500988	-6.203997589	-3.583696606	-5.464748173	-6.094735691	-5.704418177	-5.773286648	-6.031629049	-3.82553499	-5.781158696	-4.028177399	-4.976341511	-5.62119587	-3.617137341	-4.114171136	-3.439899406	-3.832491613	-4.0614503	-3.51637523	-3.491106586	-3.586781816	-4.099807557	-3.305778544	-3.719665849	-1.971092369	-3.311219292	-3.988861664	-4.126643667	-4.04660924	-3.717113346	-3.674362536	-3.495494622	-3.497341334	-3.45809404	-3.440573204	-3.866792789	-3.838999475	-3.392111593	-3.906792857	-3.533984114	-3.611416169	-3.718391523	-1.907022581	-3.349379292	-3.963288511	-3.883010323	-4.178582734	-4.138824426	-3.979016056	-3.615819494	-4.143804885	-1.438432387	-4.023971228	-2.892834931	-1.921872271	-4.319290286	-4.403385112	-1.870801306	-2.115461576	-3.538487119
Thermoplasmatota	D0158A-S41-MaxBin2-013	-2.477547344	-2.571738094	-3.371832996	-2.802220956	-3.47711483	-2.477062643	-3.109370376	-2.607918423	-2.691219471	-2.812339224	-2.462339248	-2.684686408	-3.082442656	-2.699837255	-2.624064847	-3.524129783	-3.455205273	-3.933172794	-3.834104969	-2.817200204	-3.918417154	-3.577889466	-3.976165338	-3.522682774	-3.967404329	-3.169657776	-4.237186132	-4.174121123	-3.475853506	-3.381931045	-3.274764107	-3.47324318	-3.672268031	-3.278899726	-3.679255592	-3.818450516	-3.465462084	-3.295428953	-3.399878921	-3.674544532	-3.441042322	-2.929006752	-3.624701773	-3.580809393	-3.980289587	-3.411492111	-3.557658965	-3.764013645	-3.427265348	-3.773416774	-4.030612641	-4.222078848	-3.522281941	-4.652584277	-4.12091916	-5.030086345	-4.930409034	-3.765674584	-4.077800296	-5.015785624	-5.30534037	-3.683869226
Actinobacteriota	D0159A-S42-MaxBin2-008	-1.465996309	-1.389596282	-1.416201964	-1.658112423	-0.73136141	-1.273335812	-1.684730203	-1.420400371	-1.348703587	-1.508095007	-1.23745806	-1.41410746	-1.358162359	-1.452822696	-1.341999998	-0.718015241	-1.150823896	-0.576361547	-1.028233052	-1.362628066	-0.617884728	-0.657345863	-0.612762007	-1.200427892	-0.96352957	-1.243656277	-1.001538208	-0.485325791	-1.347345835	-1.348746427	-1.097118122	-0.755724573	-0.824665285	-0.698316557	-0.63243729	-1.214376061	-0.731004966	-0.977734577	-1.015605667	-0.635781018	-1.188375015	-1.149818321	-0.710637445	-0.99036489	-0.87987269	-0.742240306	-1.259275702	-1.311806	-1.270353373	-1.176757974	-1.138687684	-0.905930161	-1.308316426	-0.826366894	-1.392002095	-1.221747947	-1.16770304	-1.507425737	-1.715419449	-1.351571668	-1.295583465	-1.123623064
Planctomycetota	D0159A-S42-MaxBin2-060	-4.771400406	-4.751331632	-4.977816612	-4.949569866	-4.217496613	-4.617463541	-5.214445446	-4.736005103	-4.865871793	-4.849183185	-3.783750554	-4.845604235	-4.705680262	-4.52164104	-4.687576293	-4.286888761	-4.612623795	-4.068083658	-4.556308596	-4.757038157	-4.262916693	-4.135407773	-4.218092156	-4.704097329	-4.033243179	-4.485629673	-3.014234733	-4.022148913	-4.542069761	-4.660391923	-4.691272558	-4.328214739	-4.338746863	-4.006137221	-4.161865639	-3.656134394	-4.077751256	-4.643544657	-4.400564117	-4.161532542	-4.458714177	-4.355788446	-4.154975337	-4.359101593	-2.792494755	-4.042787202	-4.630371385	-4.050888485	-4.87403443	-4.871456195	-4.59081265	-4.307299346	-4.715127473	-1.913554759	-4.157823805	-3.770595494	-2.297847981	-4.455360888	-4.743370978	-2.058843223	-2.429867582	-4.0873474
Planctomycetota	D0159A-S42-MaxBin2-094	-5.714603562	-6.025854687	-4.524276241	-6.120487398	-4.033491449	-5.982680242	-6.464301948	-6.118155571	-6.261289465	-6.121684081	-5.494212793	-6.263087671	-4.519059556	-6.082404737	-6.210149503	-3.958599756	-4.343607704	-3.889084027	-4.243670828	-4.639521287	-3.943076255	-3.817246741	-4.069454252	-4.474473294	-3.759951786	-4.371984942	-4.158427251	-3.867651972	-4.273670937	-4.283162487	-4.446709806	-4.052298287	-3.939888569	-3.749410825	-3.90108806	-3.643842037	-3.722276292	-4.231710015	-4.21727642	-3.750557048	-4.299990936	-4.32958448	-3.889551345	-4.295595319	-3.186606597	-3.688584458	-4.416172216	-3.94801315	-4.396994821	-4.409143804	-4.375356529	-3.938415185	-4.369077873	-2.557408042	-4.104437505	-3.46998691	-2.265413776	-4.429713933	-4.529366388	-2.827965103	-2.455689117	-3.818624515
Planctomycetota	D0164A-S44-MaxBin2-031	-5.429308446	-5.759170668	-4.034517642	-5.80192444	-3.56355783	-5.74928547	-6.284933625	-5.626462054	-5.958792538	-5.68397823	-5.146293948	-6.063248582	-4.036873557	-5.763272959	-6.027664739	-3.477984726	-3.888694542	-3.380388702	-3.790558267	-4.163675734	-3.504003995	-3.345752382	-3.621238039	-4.017766872	-3.310695735	-3.875912364	-3.723372808	-3.393039528	-3.788706375	-3.838781326	-3.977413463	-3.593282515	-3.483069489	-3.319268119	-3.444202664	-3.165665184	-3.271701503	-3.780547562	-3.781193798	-3.255687823	-3.862028234	-3.868923383	-3.396545986	-3.811912457	-2.681231056	-3.185432248	-3.93478434	-3.493241851	-4.029271459	-3.97063438	-3.924715819	-3.428688072	-3.940452367	-2.08045805	-3.638468091	-2.988924479	-1.733989114	-3.960183318	-4.12009274	-2.335410696	-1.949660014	-3.367951579
Bacteroidota	D0187A-S50-MaxBin2-002	-2.915124778	-2.511665976	-3.144284696	-2.716850546	-2.653529758	-2.675649456	-2.839413956	-2.494378959	-2.458758305	-2.704901349	-2.26704392	-2.511508593	-3.021888977	-2.489132876	-2.478476198	-2.813106047	-3.061257436	-2.657995537	-3.066361819	-3.001821354	-2.647622008	-2.703921581	-2.724736278	-2.932090636	-2.620982474	-2.807821184	-0.973527228	-2.720679602	-2.943050435	-3.047442328	-3.067030164	-2.953021715	-2.860651864	-2.823276238	-2.847975402	-2.532647134	-2.792100648	-2.914746472	-2.899931214	-2.777392064	-2.921580972	-2.801658891	-2.826814464	-2.9669557	-1.479770879	-2.775876585	-3.073424424	-2.860342047	-3.246840132	-3.226012707	-3.117899297	-2.901920234	-3.055437332	-0.810177073	-3.098893188	-0.983024191	-0.956306747	-3.077592019	-3.467882044	-0.228283361	-0.480025035	-2.907370121
Proteobacteria	D0213A-S55-MaxBin2-007	-3.831207458	-3.782206617	-1.850820596	-4.045950419	-1.262048765	-3.550393769	-4.061000448	-3.48799653	-3.48602779	-4.02043534	-1.995313129	-3.60909891	-1.802649363	-3.372061067	-3.488873754	-1.250724319	-1.57725798	-1.058563444	-1.545229363	-1.863700934	-1.154291796	-1.16795664	-1.110127118	-1.6323965	-1.52895991	-1.670844485	-0.46331596	-1.055405968	-1.912321606	-1.932883262	-1.586154776	-1.216989924	-1.33089704	-1.226250449	-1.107614989	-1.65675606	-1.279431279	-1.456888166	-1.450284037	-1.185017493	-1.601555357	-1.628974867	-1.259502178	-1.429534648	-0.377236169	-1.315694245	-1.620650939	-1.850473825	-1.717854978	-1.548974617	-1.540156978	-1.322720601	-1.733748287	-0.189178692	-1.685421946	-0.465896235	-0.194682608	-1.918917766	-2.083333337	-0.264298673	-0.316176475	-1.573557527
Bacteroidota	D0275A-S58-MaxBin2-001	-3.861971542	-3.878103386	-3.453674693	-3.821142897	-3.363726612	-3.627505447	-3.7836279	-3.725210589	-3.441949222	-3.816962357	-2.747292959	-3.658039725	-3.552758358	-3.269564933	-3.539738226	-3.424199841	-3.680554523	-3.39205725	-3.532326952	-3.965213678	-3.340028861	-3.364583419	-3.55367931	-3.415777172	-3.204143358	-3.663975157	-0.922489477	-3.621831459	-3.817823124	-4.043055865	-3.741234744	-3.492135568	-2.977648122	-3.555495302	-3.560423233	-2.385971952	-3.366085048	-3.743867017	-3.664831029	-3.52032689	-3.696004457	-3.648073882	-2.554116403	-3.558244006	-1.406395233	-3.464980636	-3.622602582	-1.848761463	-3.650312031	-3.568344333	-3.722847201	-3.348086679	-2.826787032	-0.579710285	-2.700388998	-0.927655059	-0.699109317	-2.713739892	-2.686767479	0.022511309	-0.232711982	-1.973400051
None	D0275A-S58-MaxBin2-028	-10.26870035	-10.47440294	-11.6732751	-9.899416252	-10.50081134	-12.01691544	-9.782239629	-10.13105678	-11.71055333	-10.85479684	-10.27022178	-10.08715026	-12.58331439	-9.687137988	-11.77688177	-12.97978072	-20.72326584	-10.17077282	-11.80657692	-13.80274696	-10.8693406	-12.19894809	-11.40164548	-10.4317335	-10.51490257	-20.72326584	-6.646649961	-11.50467123	-11.4813674	-12.78566967	-10.7992155	-10.37642165	-11.54876116	-20.72326584	-12.10353147	-11.35871617	-11.17594664	-10.80030537	-11.93298916	-12.57214864	-11.39063845	-12.50604932	-10.64489978	-12.5215116	-6.173135452	-11.47808877	-10.19585247	-20.72326584	-20.72326584	-10.73952572	-11.55690128	-10.49550812	-9.970638186	-4.922705327	-9.303768694	-5.594497122	-5.471438894	-10.27965933	-9.64616326	-4.348469236	-5.46658384	-8.649737414
Planctomycetota	D0275A-S58-MaxBin2-091	-5.348984436	-5.761105077	-4.462234936	-5.836256118	-3.947785011	-5.532898149	-6.016591481	-5.756226905	-5.830551731	-5.803327102	-5.208899878	-5.773400917	-4.425114194	-5.624410924	-5.745729164	-3.886397511	-4.303762517	-3.834923039	-4.187762541	-4.527142399	-3.904478834	-3.743961263	-4.003629049	-4.426547754	-3.70492827	-4.277348904	-4.111012809	-3.82770603	-4.188353419	-4.210101332	-4.370813023	-3.98226555	-3.893239476	-3.705137015	-3.855951888	-3.574206459	-3.683273437	-4.160287333	-4.158170186	-3.684019523	-4.281685061	-4.297363737	-3.80732575	-4.245686819	-3.128258891	-3.624968943	-4.323507116	-3.883174164	-4.349744863	-4.330401103	-4.293383796	-3.872572415	-4.342730309	-2.514579391	-4.017983757	-3.415955783	-2.206185552	-4.395926918	-4.476072119	-2.783585154	-2.399591039	-3.747245067
Thermoplasmatota	D1030A-S60-MaxBin2-049	-6.82749884	-7.383049519	-2.516953125	-6.840479134	-2.88875962	-6.251168146	-6.247858621	-6.287251966	-6.612364297	-7.158515304	-4.643907376	-6.376586351	-2.87371783	-6.214314641	-7.111575178	-2.989658377	-2.591489552	-3.080377267	-3.062605657	-3.035040664	-3.246482635	-3.004500038	-3.049894712	-2.53753556	-3.469111257	-2.980586926	-1.737394581	-3.106351995	-2.731222758	-2.580596464	-2.755489967	-2.8768318	-3.084274371	-2.908234385	-2.92318122	-3.071187402	-3.066351817	-2.668008753	-2.804701403	-3.057209714	-2.811486669	-3.252863027	-3.232069074	-2.955084675	-2.180319798	-3.526704246	-2.545751636	-3.135656836	-2.482777267	-2.309401361	-2.689728361	-2.795039489	-2.826997754	-3.334410113	-2.216750199	-1.811062229	-3.998574634	-2.80532068	-2.70360733	-3.804417991	-3.88461248	-3.307413475
Verrucomicrobiota	Las19c107-75m-1-MaxBin2-011-Lasker2019	-1.661913163	-1.764103636	-2.933360886	-1.730472172	-3.073237897	-1.833689884	-2.077070746	-1.809421238	-2.031570802	-1.78099212	-2.155500281	-2.038947017	-2.763281751	-2.231969093	-2.030625161	-2.815620473	-2.976983947	-2.937548633	-3.26809795	-2.575074218	-2.994193638	-2.813946844	-2.913983398	-3.108677973	-2.70361423	-2.731425205	-4.142398771	-2.886688452	-2.955708479	-2.886360101	-2.948774244	-2.877543027	-2.944632702	-2.730632201	-2.898426069	-2.907527807	-2.717449219	-2.886854299	-2.991868607	-2.777188822	-2.998292628	-2.661902511	-3.200552306	-3.139520222	-3.403338442	-2.679928873	-3.021920101	-3.417174611	-3.09203106	-3.21506644	-3.296649519	-3.304010028	-3.10197609	-4.381742435	-3.194191725	-4.695064369	-4.230817695	-3.189856561	-3.452378188	-3.895089883	-3.850517266	-2.838330125
Bacteroidota	RL2103c001-48m-1-MaxBin2-106	-5.327386819	-5.241140375	-5.875994228	-5.401388283	-5.953243949	-5.22830754	-5.350280148	-5.238893597	-5.262552696	-5.336569437	-5.392557367	-5.242276732	-5.885468573	-5.355148345	-5.260237804	-5.92470563	-5.75445735	-6.076885626	-6.171180525	-6.075360201	-5.964821292	-5.964795158	-6.110275561	-5.718144426	-5.953796577	-6.204891854	-4.823047752	-6.026792329	-5.980383094	-5.942043572	-6.079514733	-5.958162933	-5.952806608	-5.784314192	-5.960112209	-5.589531804	-5.999107037	-5.736025344	-6.090318543	-6.018008501	-6.049586536	-6.0267523	-5.875884933	-5.929646924	-4.61082253	-5.833242054	-5.738627927	-5.856567567	-5.948398506	-5.455285191	-5.724272264	-5.889187312	-5.96411206	-4.137434251	-5.563392825	-4.281317311	-3.942772822	-5.978323036	-6.160351853	-3.911683113	-3.834648485	-5.888628034
Proteobacteria	RL2103c002-5m-1-MaxBin2-002	-2.302779302	-2.235319223	-2.0914057	-2.791733491	-1.599798813	-1.956430235	-2.989409683	-2.114006063	-2.056182377	-2.48659338	-0.654318369	-2.245419614	-2.019093506	-1.90916395	-1.964360386	-1.72229288	-1.971252248	-1.448906202	-1.958689684	-2.041403597	-1.602171869	-1.535127367	-1.69560197	-1.987386392	-1.380410103	-1.800987713	0.721385695	-1.484323502	-2.719872166	-2.665839333	-2.08576899	-1.758461602	-1.704744192	-1.520562203	-1.6146467	-1.264958423	-1.549389405	-2.008914555	-2.004911223	-1.611817988	-1.987351443	-1.875079987	-1.735895521	-2.093041029	0.632178441	-1.442001673	-1.780664817	-1.79839358	-2.168402329	-1.957991984	-2.091384973	-1.960883262	-2.142449663	0.344640784	-1.702009605	0.865895308	1.283951095	-2.083799415	-2.243200006	0.854361923	1.59136966	-1.598790691
Bacteroidota	RL2103c002-5m-1-MaxBin2-026	-7.328425501	-7.418659122	-5.065029222	-7.39425112	-4.962690816	-7.332588239	-7.352226531	-7.199431183	-7.171433366	-7.349620765	-6.470984869	-7.42695806	-5.374172372	-7.343516257	-7.477860158	-4.926364424	-4.862425018	-4.660095542	-5.198595768	-5.514844778	-4.861882801	-4.920353179	-4.912981962	-4.990320886	-4.958411289	-5.336766075	-4.579299731	-4.842283233	-5.090253504	-5.06581287	-5.105811678	-4.836082461	-4.823354554	-4.756100872	-4.816340948	-4.818718049	-5.062107394	-5.091224241	-4.974585907	-5.044414445	-4.976754945	-5.517920293	-5.082743771	-5.016931624	-4.767186418	-4.871172309	-4.999501753	-4.89870809	-5.153558936	-4.806569491	-4.782033864	-4.750220236	-5.226442311	-4.987715515	-4.853248029	-4.506100219	-4.799003874	-5.21613522	-5.256058523	-4.974312092	-4.705071961	-5.244258914
None	RL2103c009-40m-1-MaxBin2-012	-7.121650776	-7.463322897	-4.755653947	-7.652588463	-4.880060082	-7.20596465	-7.767228391	-7.122369682	-7.418942135	-7.624000374	-6.64634701	-7.583244405	-4.956031874	-7.227094527	-7.453826046	-4.562203804	-4.671931228	-4.267332739	-5.049404553	-4.99193392	-4.727561122	-4.492990375	-4.51922559	-4.927732634	-4.792127913	-4.94530173	-5.810852551	-4.291230336	-5.648779933	-5.537818603	-4.837926416	-4.51887745	-4.505928653	-4.435827154	-4.42178328	-4.743743755	-4.452655129	-5.010168913	-4.690264456	-4.71558942	-4.656099862	-4.857503197	-4.853936553	-4.785490986	-5.50052959	-4.371211965	-4.760520402	-5.005304632	-4.995771904	-4.7377232	-4.622194328	-4.576456304	-4.929406608	-5.420264776	-4.702160276	-5.670623443	-5.382269747	-5.05480672	-4.984256645	-5.41588529	-5.364373732	-4.580782986
Verrucomicrobiota	RL2103c014-5m-1-MaxBin2-018	-5.879743582	-6.121058559	-4.573243607	-6.203847304	-4.488571585	-5.708538065	-6.309059227	-5.835639818	-6.03737082	-6.192281747	-3.796672392	-6.030844249	-4.703357601	-5.514409339	-5.935648078	-4.480145788	-4.676274428	-4.361885006	-4.65283397	-4.547962407	-4.434702611	-4.424759704	-4.356006163	-4.531817127	-4.373794532	-4.57308177	-2.338692749	-4.345509959	-4.400762092	-4.340152522	-4.605825601	-4.495531335	-4.542142994	-4.405350289	-4.333309692	-4.544669242	-4.371955519	-4.504218043	-4.760784303	-4.35093495	-4.793338562	-4.579580805	-4.582047195	-4.84423303	-1.675873961	-4.317002931	-4.194919746	-4.71751056	-4.597165757	-4.292862796	-4.583672819	-4.661469463	-4.842016949	-2.865127136	-4.835572267	-2.10898095	-2.009848608	-4.934555975	-5.026426532	-3.119618649	-2.368006126	-4.510003744
SAR324	RL2103c032-5m-3-MaxBin2-067	-2.494419542	-2.372071075	-2.374806911	-2.424643343	-2.152162603	-2.336206915	-2.610392311	-2.453905537	-2.427198189	-2.447810873	-2.220508907	-2.425485572	-2.229176828	-2.349106727	-2.407240957	-2.16136221	-2.344449454	-2.256412246	-2.442487814	-2.071496856	-2.172658876	-2.128636231	-2.284867569	-2.340654151	-1.947315068	-2.213207101	-2.747288591	-2.278396012	-1.819394415	-1.810344052	-2.322649993	-2.195980922	-2.240492457	-2.020930995	-2.470596242	-2.250858188	-2.177023271	-2.266405586	-2.366461956	-2.032363921	-2.362125873	-2.189264524	-2.305294249	-2.521419056	-2.466636125	-2.055910806	-2.378957077	-2.402481276	-2.408693655	-2.61827795	-2.625509464	-2.717239378	-2.520050036	-3.425574217	-2.814779086	-3.128456266	-4.312095729	-2.58579583	-2.926289908	-4.093885887	-4.322009746	-2.504067439
Proteobacteria	S10C10680-Flyer2018	-9.813906901	-10.94430044	-7.767116561	-5.871151736	-5.540692464	-5.338155595	-5.049715525	-5.275804494	-5.429018118	-9.913032622	-9.756169637	-10.73925568	-10.90195556	-9.009831299	-4.964420386	-9.681712617	-7.577240485	-9.051760942	-11.02684403	-11.05534025	-8.775922859	-3.820316082	-11.63549691	-7.261235047	-10.15407085	-10.7637638	-9.998091901	-12.49239045	-10.25314333	-4.815055641	-10.71355352	-7.780393833	-9.800923166	-8.882190744	-11.39623796	-6.806358569	-8.911175554	-4.691442491	-11.34301536	-9.057385235	-10.61049851	-10.69813692	-9.055361578	-10.86705681	-9.624867607	-5.215812462	-11.4590801	-6.86484925	-10.27281347	-10.72414416	-10.86597291	-11.03085129	-9.575275624	-4.935704855	-10.44520557	-9.973417649	-10.25117509	-10.20275649	-10.00638947	-9.236190588	-5.328604836	-8.586081586
Proteobacteria	S10C1173-Flyer2018	-13.18426458	-13.07538113	-9.596957573	-9.445894745	-8.685269002	-8.829018651	-8.339793728	-8.606601129	-8.833062964	-11.55818625	-12.76179731	-13.13527366	-13.00657379	-10.53689525	-8.415809538	-8.302588392	-10.47545693	-9.369243845	-10.53516853	-11.92923046	-8.359718784	-7.038573214	-10.26884799	-9.598309482	-9.74423512	-12.00412423	-11.8000421	-12.26834153	-11.34422053	-8.36301754	-9.073435289	-8.345915182	-8.673085712	-8.102537843	-10.09146533	-6.80475204	-8.325280197	-8.473742256	-10.69943586	-10.81216191	-11.90212891	-11.58299166	-7.655471725	-11.45609731	-10.55265195	-8.091711427	-11.88765819	-6.71890152	-12.685697	-12.4012295	-11.78443615	-11.62363694	-11.23869371	-8.758244064	-11.88758921	-10.7636235	-11.35088281	-10.98672524	-11.09356179	-10.49455696	-8.867305077	-8.173681894
Proteobacteria	S10C156-Lasker2021	-10.20972091	-10.80454101	-7.605751879	-10.23964743	-7.54585799	-10.12565019	-9.482589547	-10.36119841	-9.531434543	-9.902079145	-8.174419636	-9.468056605	-7.896773168	-8.89713976	-9.803576464	-7.377920361	-7.633278286	-7.172554897	-7.615316849	-7.77758532	-7.426918901	-7.477821766	-7.504583516	-7.704660704	-7.263164025	-7.502995473	-5.20335894	-7.548601703	-8.292426638	-8.179162456	-7.817199825	-7.714591315	-7.454682459	-6.97302436	-7.461646732	-6.941640555	-7.541338824	-7.881810938	-7.677921742	-7.425190481	-7.57823101	-7.631786417	-7.475602855	-7.737740112	-5.097332066	-7.333469218	-7.35839575	-7.437442333	-7.68780177	-7.614487013	-7.391282582	-7.517741051	-7.530431582	-4.960007477	-7.149331803	-4.984316882	-4.78810319	-7.568857546	-7.833974208	-5.073372447	-4.702786433	-7.314806344
Proteobacteria	S10C175-Flyer2018	-12.82101659	-12.35621623	-12.42370126	-9.12352994	-8.457907913	-8.220355931	-8.076777049	-8.335128501	-8.611012563	-14.08452555	-13.18971299	-12.36233215	-20.72326584	-11.03785047	-8.112196393	-7.508077638	-12.49128832	-9.8358104	-11.28048003	-20.72326584	-8.184280138	-6.721411821	-11.03134677	-10.75837453	-7.692858331	-20.72326584	-20.72326584	-9.549509723	-11.68501843	-7.934752988	-20.72326584	-8.384250841	-8.735387759	-7.732069974	-11.64440707	-6.329028083	-8.468077652	-7.822077774	-11.84588904	-8.971384418	-14.81520597	-13.08546281	-8.120366353	-20.72326584	-11.76894454	-8.023120009	-12.42201749	-7.218601924	-11.84223769	-20.72326584	-14.02777129	-14.34476835	-11.24724379	-8.130512919	-20.72326584	-20.72326584	-12.4098994	-20.72326584	-12.00581923	-11.08689384	-8.25004309	-7.642089896
Proteobacteria	S10C1799-Flyer2018	-11.00228476	-12.14479801	-10.18783546	-8.384731746	-8.401360902	-8.093710807	-7.85421222	-8.023074311	-8.115135549	-11.68036974	-11.44176659	-10.43967269	-11.09772114	-11.04066102	-7.851411041	-8.774678283	-10.33358264	-14.081897	-13.08627777	-12.08920363	-9.639828895	-6.445509351	-12.43512411	-10.31878947	-12.85114649	-11.5682885	-11.54081853	-11.9284725	-11.85461638	-7.59134171	-11.06696981	-8.485931471	-9.476510769	-8.229733769	-13.0045911	-7.013875194	-8.895763382	-7.538784365	-11.52871334	-10.75337814	-10.87977121	-11.10846653	-8.21532948	-11.09648336	-10.4732576	-7.855919569	-11.89067478	-7.804627943	-11.53986192	-12.39060144	-10.99334787	-12.5307545	-11.55042777	-7.514707094	-11.02652838	-10.40149791	-10.53830688	-11.57468141	-10.55334255	-9.41846958	-8.155178877	-8.675528941
