		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Verrucomicrobiota	D0096A-S18-MaxBin2-044	-3.874429625	-7.26777739	-8.148426646	-3.853985775	-9.805701168	-11.11196288	-7.998852328	-6.733319231	-9.936792517	-6.88183844	-3.691689438	-8.524288604	-4.956832656	-4.401022153	-8.026398514	-5.512570802	-7.861662939	-3.289196819	-2.787439134	-3.404178882	-6.210401807	-6.002741939	-3.172939395	-4.108730404	-7.788702757	-7.893186733	-3.302933641	-4.901213019	-6.502807305	-4.840488867	-3.31975498	-3.364213293	-3.13763774	-5.326304478	-5.58647678	-3.192474088	-4.435818036	-3.486670698	-4.086193017	-7.708619594	-2.759154234	-9.788119965	-9.567251201	-7.36428134	-7.137077378	-7.577493715	-4.663975732	-8.712491179	-2.644379996	-3.309836326	-8.044481919	-11.58662647	-2.568882183	-5.437129053	-9.855228958	-5.880882559	-7.897939621	-7.417550317	-4.175624718	-2.575996005	-3.891569316	-7.612156489	-2.245732839	-7.501289912	-8.470175931	-7.265793867	-7.706573846	-3.555638764	-3.901601004	-5.746475343	-8.14063403	-4.871250988	-9.910014487	-8.785795316	-6.948374586	-6.143548045	-7.254087282	-6.988522482	-3.154157687	-5.638885524	-5.774532697
Bacteroidota	D0100A-S19-MaxBin2-022	-6.931784533	-6.8091769	-7.23231086	-7.064103054	-7.049045609	-7.204172862	-6.346764722	-6.913269354	-5.873672089	-6.578623633	-7.553094225	-6.240297668	-7.442504982	-6.95329771	-7.036127318	-7.447461288	-6.372371296	-7.133840402	-7.599138736	-7.140142799	-6.628663548	-6.445552308	-7.74696868	-6.63885175	-7.052858164	-6.649916006	-8.201694732	-7.138429742	-6.4061312	-6.731598854	-7.6529619	-7.646094782	-8.143550419	-6.787117478	-6.759945891	-9.022350626	-7.566097327	-7.239126188	-5.87600884	-4.261725953	-7.425344306	-4.297535497	-4.049178787	-6.17214208	-5.546225699	-5.883783925	-2.880588255	-2.251076522	-6.514288666	-7.032693822	-2.712387629	-1.741616272	-7.562327724	-3.601333557	-2.075770759	-3.383334694	-3.206868428	-5.558719036	-5.915141858	-8.925470951	-5.944145331	-5.430259942	-7.828406002	-5.313067416	-5.363337561	-7.024212357	-6.555109049	-6.885127235	-8.170502343	-7.233293194	-7.021890446	-6.60773469	-5.264304537	-5.871822263	-6.29094836	-6.435209322	-6.93192805	-7.010774648	-10.99712114	-6.809355694	-6.83437871
Thermoplasmatota	D0105-bbnorm-MaxBin2-002	-3.065812715	-4.387360917	-6.417870594	-2.662041172	-5.256559413	-3.165839498	-5.18064047	-4.887539728	-5.839077353	-4.842071442	-2.545422412	-6.213156552	-3.592641414	-2.882612878	-5.085797325	-3.998597587	-5.7042638	-1.484620472	-1.124961456	-2.184104336	-4.830603043	-5.159591004	-1.823349454	-2.791719824	-4.417532286	-4.933458915	-2.571219058	-3.941129571	-4.563851531	-4.203725148	-1.670640665	-1.529161858	-1.245507758	-3.402440374	-4.41546417	-1.023001656	-3.664629281	-1.528810863	-2.627820328	-4.925652968	-1.444696735	-4.88872585	-5.189535556	-4.537399955	-5.150982226	-4.457605892	-3.442434744	-5.242400184	-1.240539798	-1.537881724	-5.3784978	-5.291407296	-1.355098061	-4.469347645	-5.008242504	-4.382085036	-4.65824591	-5.008164888	-2.874300241	-1.169001907	-2.996733955	-4.472485752	-1.024206284	-5.256803899	-4.961112741	-5.719530771	-5.012197964	-1.780556234	-1.014927373	-4.360302639	-4.854575029	-3.254137499	-5.050564	-5.353292251	-5.264800834	-4.788423777	-5.721665619	-5.97915992	-0.700624101	-4.418299741	-4.719717886
Thermoplasmatota	D0107A-S22-MaxBin2-012	-4.208779661	-8.389244579	-9.758002886	-4.296394702	-11.23073346	-10.67896403	-9.174925063	-7.57139997	-12.70225107	-7.61264036	-4.398621816	-10.56021417	-5.280987402	-4.354685708	-8.55370029	-5.919642987	-8.560491009	-3.063101656	-2.146421261	-3.617882981	-6.537215626	-7.38124684	-3.118672681	-4.122596455	-8.287383429	-9.526576389	-3.976426762	-5.139664722	-6.795717337	-5.675198516	-2.917587248	-2.707644618	-2.177957835	-4.970030251	-5.852824451	-2.175917632	-5.039153757	-1.935905437	-3.714839437	-9.192847803	-2.089061578	-9.48198546	-12.47244421	-8.961485488	-8.312705178	-9.590791397	-4.347841888	-10.08694019	-1.317722631	-1.463494242	-9.269755931	-9.910341991	-2.265123089	-5.739175949	-9.649728049	-5.374420959	-9.254877906	-9.796436207	-3.722271163	-1.765228347	-4.093151015	-9.382937802	-2.753721042	-9.25006141	-10.81467572	-8.06157599	-11.57172762	-3.258238286	-2.293927528	-6.015020093	-9.382463272	-4.877477892	-11.97928528	-10.10089691	-7.79922687	-6.525724694	-8.142674213	-8.074483617	-2.174209724	-6.197100701	-6.32314103
Proteobacteria	D0110A-S23-MaxBin2-055	-4.318357692	-4.642451269	-5.190938848	-4.170179156	-5.780937693	-5.860384847	-4.566411406	-4.10539916	-4.593007354	-4.117824859	-4.35800039	-4.324013306	-4.58457307	-4.373877846	-5.63996102	-4.798482035	-5.628649771	-4.223369757	-4.534417078	-3.84494719	-4.812745553	-4.805683738	-4.275374114	-3.232829603	-4.839943413	-4.592619378	-3.944854819	-4.143728228	-3.774065124	-4.073648393	-4.626113269	-4.697047126	-4.926523533	-4.136925603	-4.082884698	-6.860734298	-3.95168047	-5.523518784	-2.856557617	-1.979998525	-5.042425309	-1.870090067	-1.8139271	-3.775978529	-3.611737911	-3.924090728	-2.327427271	-2.119864607	-5.489938147	-5.313384183	-2.016754401	-2.235303609	-6.004751225	-3.636882437	-2.629240772	-3.252429222	-2.891343826	-2.758933958	-3.623260042	-6.080432164	-3.493353362	-3.019724581	-4.363820968	-2.881149036	-2.987393121	-4.436286515	-4.159220996	-4.969567154	-9.384125587	-4.114092618	-3.918679561	-4.812885738	-5.107901656	-4.655663905	-4.695251908	-5.274116387	-5.730935042	-5.411042042	-7.110208484	-5.337174501	-5.261751019
Proteobacteria	D0116A-S25-MaxBin2-013	-1.297862397	-1.946127186	-3.530329448	-1.141136541	-3.104145756	-3.470769382	-1.509272081	-1.162848836	-1.902697571	-1.184656795	-1.151394709	-1.800172352	-1.770222165	-1.483601433	-3.252391218	-2.289174054	-3.118905588	-1.396261949	-1.411224958	-1.316344802	-2.546779913	-2.549307363	-1.303959153	-1.205731246	-2.636346972	-2.53891912	-1.318172751	-1.518438095	-2.324343285	-1.636187047	-1.461236073	-1.461336057	-1.570481701	-1.65671255	-1.558464652	-1.366473416	-1.484489009	-1.603233246	-1.307010608	-1.629444869	-1.399119772	-1.798236796	-1.708526797	-2.666291543	-2.378418835	-2.803666546	-1.391305894	-1.69526435	-1.545658221	-1.590483925	-1.300403748	-2.170543038	-1.414105239	-1.999527007	-2.001205972	-1.766165521	-1.924401285	-1.95869805	-1.683937394	-1.554731517	-1.447095954	-2.05744774	-1.266026164	-1.757024295	-1.905373075	-1.623030773	-1.64398484	-1.460420409	-1.545294918	-1.762930053	-2.275398315	-1.383707705	-2.416536785	-1.627023227	-1.534866015	-2.111147621	-2.615445824	-2.646629835	-1.566785925	-2.192394854	-2.13655832
Proteobacteria	D0121A-S27-MaxBin2-032	-4.679417445	-3.852157213	-5.092317207	-4.197070319	-4.637577579	-5.3482991	-2.855119094	-3.014957622	-2.653334471	-3.344614205	-5.216224516	-2.733400148	-4.789986572	-4.519355675	-2.569720149	-3.177229906	-2.532459483	-4.832887431	-6.506087371	-4.314024344	-2.66291204	-2.756867873	-4.534854976	-4.076515764	-4.080236294	-4.079888082	-6.218391095	-4.755272928	-4.88559258	-3.546775214	-5.479813104	-5.417302499	-6.172476722	-3.663648567	-3.342875333	-9.345971568	-6.297689426	-6.536310695	-5.206838882	-4.34737465	-6.33525683	-4.022865967	-4.107314732	-2.649152279	-2.520049911	-2.739788407	-3.424754556	-3.255576791	-6.385468723	-7.931730141	-5.018929083	-3.395728851	-6.118163381	-2.92252553	-2.562820028	-2.724968904	-2.474824573	-3.110916058	-3.036938008	-7.794809445	-3.46965127	-3.070158558	-5.750421983	-3.464468514	-3.515259984	-3.026149874	-3.314960302	-5.563826551	-10.10975543	-3.987465129	-3.547901174	-4.124622405	-3.041328019	-3.331301126	-3.297765067	-4.457107141	-3.838515885	-3.764150521	-10.8828869	-3.813943301	-3.788445015
Proteobacteria	D0152A-S39-MaxBin2-023	-3.398492832	-3.864514567	-4.656282444	-3.01075554	-4.735117267	-6.032258042	-2.287634256	-2.005965224	-2.423022304	-2.945555718	-1.537637056	-2.380415173	-3.319213946	-2.293862436	-3.551892733	-3.658187896	-3.709105264	-2.981138956	-4.671170041	-3.60871348	-3.439226779	-3.11260635	-3.640245683	-3.821604863	-4.940022835	-4.993571605	-3.854516133	-3.719560088	-5.319195812	-2.614293678	-3.200156431	-3.170363128	-4.20560183	-3.422075582	-2.930861695	-3.61178283	-3.632647525	-4.906200457	-4.801500205	-5.607005163	-4.501935669	-5.538595632	-5.318649266	-4.465412852	-4.037398944	-4.346892645	-5.496565009	-6.427065575	-4.83980109	-6.545250909	-6.455084245	-6.603312849	-4.252827588	-3.738059698	-4.110483395	-3.64978748	-4.140450241	-5.231334573	-3.723377114	-5.064050248	-4.144965157	-4.585762833	-4.409267604	-4.570755909	-4.877235688	-2.863947841	-2.971074608	-1.448979876	-4.556747899	-3.916412224	-4.579497907	-2.125555087	-2.954019764	-2.819225456	-2.753239358	-2.714371272	-3.735310525	-3.889032768	-4.639452103	-3.881225408	-3.467636973
None	D0153A-S40-MaxBin2-001	-2.553185392	-2.894368797	-2.802467859	-2.968499573	-2.114067389	-3.264038712	-1.789536097	-2.297116065	-2.160876603	-1.668278983	-1.421993579	-2.27382252	-3.985010506	-4.338516672	-2.716445604	-3.68656709	-3.859919717	-3.715248029	-2.925545217	-3.600039946	-2.794216477	-1.727892105	-2.715333142	-3.384249384	-2.680359341	-3.253019026	-4.651258628	-4.040689679	-4.211572822	-0.049446831	-1.79226357	-2.706555004	-3.119302337	-0.812508809	-0.045713835	-5.420360195	-4.4045207	-4.210448516	-4.094238408	-3.919451831	-3.733553943	-3.33289665	-3.486843607	-1.442919144	-2.028935281	-1.974293361	-3.811379618	-3.283014026	-5.18981567	-5.139348371	-3.444598292	-3.933951027	-3.031262026	-3.095981541	-4.080139454	-2.72581047	-2.628329555	-3.361420631	-1.688088767	-3.809037809	-2.983941637	-2.881419769	-3.863874047	-3.264611068	-3.39797465	-0.901684792	-0.058360841	-1.04144828	-5.247808395	-2.939375419	-2.540776459	-2.68063718	-0.654760159	-1.695704652	-2.099366483	-2.351194508	-2.61045775	-3.006209711	-4.743607191	-2.08533559	-2.30176462
Verrucomicrobiota	D0153A-S40-MaxBin2-025	-2.676006319	-2.536336572	-5.057210368	-2.852341913	-4.80916034	-6.155855817	-1.731726452	-1.947193595	-2.006411394	-2.329972313	-2.243176165	-2.648657995	-2.674766196	-1.966189352	-3.265148402	-3.180664732	-2.972462116	-3.235213536	-4.120369389	-3.068876141	-2.532614032	-2.3206882	-3.317997206	-2.535126655	-2.865596497	-2.713259908	-3.714728234	-2.073784604	-2.413558543	-2.335736881	-3.569534013	-3.759039807	-4.568784353	-3.079124948	-2.760776917	-6.582193633	-2.461632983	-4.26596711	-3.38963965	-3.198691285	-3.871785021	-3.478776142	-3.379103176	-3.73714076	-3.368592728	-3.823666355	-3.351535426	-4.863523774	-4.202703168	-7.006441451	-5.146306403	-5.018435134	-5.167551191	-2.328295634	-2.196764694	-2.054829549	-2.10864314	-3.501370674	-2.608734631	-5.282645219	-2.467340746	-2.633507763	-3.931196192	-1.735792429	-2.199028184	-3.378362709	-4.390492449	-1.815446233	-8.574679306	-1.394840895	-2.527919843	-1.886558019	-1.91034187	-2.118824514	-2.306577341	-3.91445481	-4.521115476	-4.126352825	-7.586164991	-3.412245215	-2.743067653
Thermoplasmatota	D0158A-S41-MaxBin2-013	-3.623134111	-4.202524315	-5.620101342	-3.206742211	-4.117057704	-4.171241568	-5.178952702	-5.001166079	-5.570972169	-5.304051918	-3.483039112	-5.657013151	-3.583664885	-3.162335509	-4.762469467	-3.875974916	-4.376846634	-2.838303128	-2.605657376	-2.662460052	-4.450689446	-4.672385995	-2.297653862	-3.226308227	-5.723241479	-5.730635615	-2.673080226	-3.700601206	-4.439965033	-4.328012729	-2.710573692	-2.737687679	-2.730789935	-3.689384902	-4.496222691	-1.932571558	-3.647057857	-2.356932615	-2.314646429	-6.136401028	-2.563968026	-6.479366862	-6.688524974	-5.364880058	-5.188903925	-5.499082933	-3.878413245	-7.160091572	-2.958536764	-2.49498158	-5.912178988	-6.835889977	-3.074801217	-5.022744414	-6.11200088	-4.993817057	-5.725928089	-5.489394244	-3.780197911	-2.598414196	-3.436763805	-5.351796627	-2.521103469	-5.599130691	-5.725883125	-5.551376716	-5.572991767	-2.977671024	-2.329727272	-4.501196011	-5.960191022	-4.33863923	-6.524378941	-5.612195253	-5.313452121	-5.511099038	-5.005525074	-4.943434984	-2.342421365	-4.475089522	-4.597124341
Actinobacteriota	D0159A-S42-MaxBin2-008	-0.582319117	-0.55342082	-1.665577875	-0.484457503	-1.33180371	-1.893377324	-0.413534376	-0.367812883	-0.526726795	-0.150715522	-0.496143993	-0.308706013	-0.807825952	-0.812879317	-1.482187166	-1.162937005	-1.391096549	-1.066165522	-1.327338365	-0.89363849	-1.099630804	-1.115012985	-1.189318699	-0.735498258	-1.143552498	-0.974601748	-0.967568761	-1.003026599	-0.789752951	-0.525817711	-1.14836214	-1.159835604	-1.372956227	-0.562515837	-0.333545851	-1.592039541	-0.588686808	-1.835949435	-0.937028018	-0.248438628	-1.33448544	-0.408173115	-0.275366961	-1.069078134	-0.815600232	-1.195966107	-0.483494785	-0.311622094	-1.602055524	-1.765701208	0.060701514	-0.276910691	-1.04888342	-0.825836685	-0.556004036	-0.672183539	-0.613967489	-0.562622025	-0.84216774	-1.575430037	-0.768142421	-0.622838307	-1.142104529	-0.421908562	-0.530082094	-0.442253419	-0.416960274	-0.779780809	-1.268546274	-0.81421492	-0.774584895	-0.441564053	-0.870818444	-0.281178148	-0.310317258	-0.762423433	-0.852021065	-0.890329288	-1.715295713	-0.892235003	-0.724701769
Planctomycetota	D0159A-S42-MaxBin2-060	-3.710214353	-3.906441561	-5.22514293	-3.531627565	-5.462489898	-5.984877489	-2.571422108	-2.79591105	-3.161273035	-3.632318494	-2.949507913	-3.354329034	-4.342467363	-3.649832948	-5.30770358	-4.96492716	-5.241848379	-3.883583956	-4.158027833	-3.958915733	-4.599372227	-4.0499885	-4.063528745	-3.43331738	-5.298330887	-5.39797661	-4.011006067	-3.920603715	-5.960400975	-3.62277023	-4.039398811	-4.354099765	-4.610612066	-4.014942503	-3.969386793	-4.798863193	-3.873672045	-4.805791894	-4.515629527	-5.852661395	-4.218271709	-6.139980333	-6.126989239	-4.745024498	-4.511460013	-4.94028205	-4.781318993	-6.986719117	-4.732318224	-5.964634903	-7.070035884	-7.810751871	-4.466306212	-4.87818528	-5.605803586	-5.032125008	-5.619452209	-5.957772551	-3.628625009	-4.751221108	-3.849712323	-4.756767678	-3.95408723	-4.237509269	-4.995270588	-3.563680994	-3.92273361	-3.340538558	-5.815455942	-3.802621979	-5.324058854	-2.966758672	-3.503425542	-3.803157659	-3.545751462	-3.030628216	-3.990154237	-4.17449091	-5.479472644	-3.901193457	-3.799357174
Planctomycetota	D0159A-S42-MaxBin2-094	-4.325851426	-4.319330259	-7.057827636	-4.502317522	-5.943886012	-7.2072147	-2.925355062	-3.136601885	-3.239765733	-2.870867069	-3.931471762	-2.415596569	-4.761636645	-4.45008156	-5.36786352	-5.196400748	-5.224421667	-5.237126204	-5.939125943	-5.346384985	-4.961568997	-4.761249074	-5.456365271	-4.953619241	-6.240912033	-6.217153084	-5.8994414	-4.901145163	-6.717257158	-4.132226134	-5.338635634	-5.704933016	-6.173876412	-4.291713355	-3.889371841	-6.376881117	-5.066649451	-5.970054428	-5.357266057	-6.145227102	-5.623253639	-5.690838787	-5.929769327	-5.401975998	-5.293444458	-5.622704282	-5.499388956	-6.595107753	-6.273410887	-6.965227254	-7.231109656	-8.089714503	-5.345524851	-4.406081323	-5.4594877	-4.382330721	-4.756738819	-5.391700476	-4.976012298	-6.321772017	-4.968980469	-5.070137081	-6.074483961	-4.828656171	-5.102841985	-3.391822256	-3.679935094	-4.923591574	-6.7027691	-3.915196385	-4.526751042	-4.48057335	-4.23488593	-3.846603263	-3.805288065	-6.013144672	-6.511028775	-6.456170044	-6.223950755	-5.404173916	-4.903620023
Planctomycetota	D0164A-S44-MaxBin2-031	-3.88372772	-3.845948695	-6.617702743	-4.036028995	-5.475856633	-6.675292091	-2.471144334	-2.678369741	-2.774217953	-2.430356182	-3.489894145	-1.943770662	-4.312507662	-3.999308202	-4.922439269	-4.726338884	-4.750167404	-4.826282552	-5.620186935	-4.916419053	-4.522432068	-4.381119286	-5.058261746	-4.50434289	-5.772414033	-5.742415055	-5.504706879	-4.486889141	-6.299478805	-3.665284732	-4.941598344	-5.301045886	-5.87377965	-3.844900295	-3.429995269	-6.183304702	-4.628080638	-5.723837111	-4.994396156	-5.801919245	-5.228013808	-5.3951013	-5.54142651	-5.010426991	-4.913142248	-5.298846306	-5.058976676	-6.173625765	-6.115164654	-6.867926193	-6.839525579	-7.793456017	-4.941095654	-3.971714731	-5.033294639	-3.96004749	-4.31513673	-5.051253013	-4.589275085	-6.053968957	-4.525183541	-4.682171972	-5.718325341	-4.440369222	-4.724249261	-2.897912627	-3.20380484	-4.462747786	-6.685679257	-3.445338911	-4.046648596	-4.034414224	-3.815836891	-3.396055882	-3.349948329	-5.632396808	-6.039774213	-6.003973742	-5.929736572	-4.987910235	-4.451687501
Bacteroidota	D0187A-S50-MaxBin2-002	-1.911074897	-1.500195058	-1.359084331	-2.096110866	-1.458945053	-1.060647245	-1.066464208	-1.651981383	-0.390884029	-1.289244964	-2.044019565	-1.04019835	-2.506155443	-2.011374296	-1.81923603	-2.246160044	-1.8186502	-2.30941304	-2.706372444	-2.288784807	-1.733979996	-1.182489039	-2.357904893	-2.208174263	-1.771838314	-1.850489096	-2.673667166	-1.371645773	-2.173091068	-1.368698752	-2.502722196	-2.425770069	-2.800070001	-1.627110146	-1.190928121	-3.088521978	-2.110535747	-3.149482793	-3.088228973	-3.142570415	-2.857230621	-3.239678227	-2.874921807	-1.359934336	-1.084731422	-1.321456319	-2.880776573	-3.033891026	-3.22417205	-3.507069628	-3.34539506	-3.305074687	-2.637518101	-1.75343265	-1.374597196	-1.796755442	-1.689432324	-1.987782229	-1.951913426	-3.053212859	-2.182223509	-1.699187247	-2.724979339	-2.061296986	-1.941296969	-1.70290312	-1.922799561	-2.273203675	-1.647492485	-2.08283352	-1.58059815	-2.019010437	-0.25688683	-1.22855915	-1.632804697	-0.937225643	-1.387535087	-1.450771525	-2.981340967	-1.714279113	-1.45316913
Proteobacteria	D0213A-S55-MaxBin2-007	-0.557697303	0.070202327	-0.82938589	-0.244026846	-0.481910231	-1.14883142	0.220169534	0.021965582	0.384071897	0.19561481	-1.001779094	0.457258252	-0.773850421	-0.768203582	-0.102838874	-0.218288766	0.117577415	-1.275936259	-2.354682911	-0.801576576	0.137044166	0.030055088	-1.27106997	-0.072201405	0.123845776	0.35546228	-1.211358945	-0.304655915	0.318341289	-0.039161664	-1.598203748	-1.635220798	-2.249839894	0.106069275	0.297123859	-4.612238105	-0.451772823	-2.929917118	-0.859850852	0.072028341	-2.824178381	0.138451172	0.226492418	0.629015777	0.815503432	0.493503763	-0.50119663	0.071508798	-3.638849259	-4.196281013	-0.260404756	-0.654898861	-2.76870705	0.247961971	0.114746252	0.291634452	0.260092996	0.791631318	0.384842449	-3.94972534	0.25447957	0.739294618	-2.073219729	0.514541372	0.556635867	0.386492325	0.068693814	-1.700483319	-5.204533988	-0.062094193	0.409326975	-0.153294545	0.285252399	0.265611832	0.217750717	0.677485424	0.877808207	0.890304434	-5.065073793	0.7269725	0.699637424
Bacteroidota	D0275A-S58-MaxBin2-001	-2.137112257	-1.502700136	-1.370383332	-2.444137701	-1.392205192	-1.025630596	-1.050377133	-1.700401557	-0.403964383	-1.205328586	-2.647715772	-0.952000294	-2.412013471	-2.086351513	-1.31934063	-1.943076311	-1.443114771	-2.663376197	-3.671443901	-2.554417886	-1.403775913	-0.926810494	-2.744770977	-2.222332613	-1.453254624	-1.555155283	-3.391831945	-1.522804627	-1.909450757	-1.335325311	-2.865819458	-2.84697879	-3.407808608	-1.52886571	-1.138507959	-4.402749518	-2.146027461	-3.839143523	-3.473333298	-2.626051164	-3.509671707	-2.558831795	-2.439742813	-1.079446214	-0.863107752	-1.058278404	-2.693669289	-2.461756151	-4.086697516	-4.069219185	-2.913872307	-2.990913801	-3.227347912	-1.459626974	-1.073143389	-1.561494959	-1.419675355	-1.491877119	-1.796565936	-3.984105269	-2.155924471	-1.288515337	-4.100060909	-1.673720301	-1.569846878	-1.530103112	-1.867570561	-2.689664592	-2.396826753	-1.914756729	-1.278459306	-2.276962952	-0.322882673	-1.282096301	-1.715341904	-0.986853278	-1.376403632	-1.434454669	-4.215781277	-1.725673734	-1.502310419
None	D0275A-S58-MaxBin2-028	-6.170650066	-5.560518844	-3.853814948	-6.257528908	-5.015713391	-6.469826466	-4.321240595	-4.163307963	-4.545603159	-4.320220293	-4.47513597	-4.257101379	-8.835031493	-7.55010973	-7.483205543	-8.564296067	-7.442657942	-9.588737457	-12.49752876	-9.014325498	-7.823407615	-7.397610983	-9.107155317	-6.741680828	-8.36915826	-9.030537234	-10.80455677	-10.27148261	-11.08340658	-7.90745637	-8.387503588	-7.922020344	-10.39301118	-7.637743534	-7.285127951	-9.413978105	-8.768534784	-20.72326584	-8.679629301	-11.42725459	-12.03490461	-9.285580862	-10.60902481	-10.48340512	-10.47619408	-10.43227863	-11.22555119	-11.56034994	-20.72326584	-11.94006279	-20.72326584	-12.57584421	-10.11956736	-9.356872596	-9.522974917	-9.120632218	-10.93601282	-11.13194275	-10.91053895	-13.04346662	-8.799669703	-10.35174065	-12.60177664	-9.687760395	-9.658962073	-8.434466397	-8.447797641	-9.216330517	-10.24064599	-7.276434993	-7.522128803	-4.056440581	-2.607450802	-2.587774182	-3.143936548	-9.185791867	-9.386117105	-8.58797323	-10.79068464	-6.768229625	-6.361102521
Planctomycetota	D0275A-S58-MaxBin2-091	-4.245311486	-4.288370112	-7.110446047	-4.362348133	-5.920823696	-7.151061487	-2.903801342	-3.117946666	-3.175231066	-2.859977811	-3.872313614	-2.384131311	-4.707481688	-4.344243493	-5.386183276	-5.094662329	-5.230160394	-4.975575012	-5.34438874	-5.105169229	-4.901493298	-4.823590472	-5.120505965	-4.87264566	-6.175851099	-6.200048506	-5.502255282	-4.808687106	-6.653587824	-4.061231153	-5.011702568	-5.300604179	-5.629560431	-4.247244864	-3.869311852	-5.390451362	-4.927433407	-5.581670423	-5.230914265	-6.163022464	-5.345372832	-5.776685061	-5.946974166	-5.436160831	-5.26963281	-5.743488093	-5.424883973	-6.577035916	-5.981641868	-6.261367738	-7.166916499	-8.046447869	-5.119882921	-4.381302737	-5.369471923	-4.358359016	-4.693146683	-5.425562275	-4.937095655	-5.797913181	-4.911185748	-5.115490271	-5.753087946	-4.84365075	-5.161577028	-3.3496015	-3.648689864	-4.687957189	-5.486126931	-3.899060631	-4.4810737	-4.406442122	-4.240033375	-3.812062835	-3.775149709	-5.993161065	-6.430390001	-6.391040371	-5.479496376	-5.386242324	-4.906696719
Thermoplasmatota	D1030A-S60-MaxBin2-049	-2.542099023	-2.497022924	-4.125633268	-2.929341513	-2.373270457	-2.501414018	-3.318044411	-3.223088486	-3.836726219	-3.080651346	-3.81491458	-3.608843183	-1.281263324	-1.493117096	-1.653542837	-1.270227389	-1.331950235	-2.710076888	-4.614531012	-2.801641035	-1.62368101	-1.7911998	-3.046815169	-2.055949251	-2.782286587	-2.858951536	-3.972278605	-2.693162929	-3.399618179	-2.045345081	-3.171714749	-3.318851283	-4.213876351	-1.652547986	-2.032461617	-7.74626748	-3.347548668	-4.204173681	-2.357219468	-2.155986133	-4.282402863	-2.120507391	-2.26860766	-1.98904508	-1.832772913	-2.032347283	-1.287370424	-1.906125607	-4.982407712	-4.831482503	-0.968828218	-1.300489868	-5.411571309	-1.060430477	-0.749701763	-1.023732409	-0.834143853	-1.726792847	-1.839317469	-6.692831901	-1.680968281	-1.729854702	-4.976686579	-1.873461526	-1.975816492	-3.363308594	-4.257307002	-3.770497185	-8.928965574	-3.293943692	-3.345334715	-3.857583448	-5.279623982	-4.026728662	-3.923034409	-4.628491578	-3.8658368	-3.717193294	-9.085875885	-3.574177284	-3.288628342
